blockType	blockInstructions	blockNo	trialNoPerBlock	stimPath	stimType	stimRating	stimStatus	respCorrect	respKey	respOutcome	respRT
health	Go = healthy    No-go = not healthy	0	0	FOODGNG_Images/0529.jpg	healthy	100	Go	space	space	1	1.89389310008846
health	Go = healthy    No-go = not healthy	0	1	FOODGNG_Images/0766.jpg	healthy	95	Go	space	space	1	0.910203800071031
health	Go = healthy    No-go = not healthy	0	2	FOODGNG_Images/0250.jpg	healthy	95	Go	space	space	1	0.614328800002113
health	Go = healthy    No-go = not healthy	0	3	FOODGNG_Images/0794.jpg	healthy	95	Go	space	space	1	0.589590199990198
health	Go = healthy    No-go = not healthy	0	4	FOODGNG_Images/0445.jpg	healthy	95	Go	space	space	1	0.633330800104886
health	Go = healthy    No-go = not healthy	0	5	FOODGNG_Images/0529.jpg	healthy	100	Go	space	space	1	0.6679042999167
health	Go = healthy    No-go = not healthy	0	6	FOODGNG_Images/0647.jpg	healthy	95	Go	space	space	1	0.902178300078958
health	Go = healthy    No-go = not healthy	0	7	FOODGNG_Images/0445.jpg	healthy	95	Go	space	space	1	0.545283399987966
health	Go = healthy    No-go = not healthy	0	8	FOODGNG_Images/0794.jpg	healthy	95	Go	space	space	1	0.726437400095165
health	Go = healthy    No-go = not healthy	0	9	FOODGNG_Images/0539.jpg	healthy	100	Go	space	space	1	0.977956500137225
health	Go = healthy    No-go = not healthy	0	10	FOODGNG_Images/0180.jpg	not healthy	5	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	11	FOODGNG_Images/0438.jpg	healthy	95	Go	space	space	1	0.719269099878147
health	Go = healthy    No-go = not healthy	0	12	FOODGNG_Images/0539.jpg	healthy	100	Go	space	space	1	1.16307230014354
health	Go = healthy    No-go = not healthy	0	13	FOODGNG_Images/0278.jpg	healthy	95	Go	space	space	1	1.19696149998344
health	Go = healthy    No-go = not healthy	0	14	FOODGNG_Images/0438.jpg	healthy	95	Go	space	space	1	0.757020900025964
health	Go = healthy    No-go = not healthy	0	15	FOODGNG_Images/0479.jpg	healthy	95	Go	space	space	1	0.854690300067887
health	Go = healthy    No-go = not healthy	0	16	FOODGNG_Images/0359.jpg	healthy	100	Go	space	space	1	0.703229400096461
health	Go = healthy    No-go = not healthy	0	17	FOODGNG_Images/0766.jpg	healthy	95	Go	space	space	1	0.579670399893075
health	Go = healthy    No-go = not healthy	0	18	FOODGNG_Images/0339.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	19	FOODGNG_Images/0438.jpg	healthy	95	Go	space	space	1	0.603452500188723
health	Go = healthy    No-go = not healthy	0	20	FOODGNG_Images/0445.jpg	healthy	95	Go	space	space	1	0.766961599932984
health	Go = healthy    No-go = not healthy	0	21	FOODGNG_Images/0263.jpg	healthy	95	Go	space	space	1	0.595836000051349
health	Go = healthy    No-go = not healthy	0	22	FOODGNG_Images/0250.jpg	healthy	95	Go	space	space	1	0.579985700082034
health	Go = healthy    No-go = not healthy	0	23	FOODGNG_Images/0488.jpg	not healthy	5	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	24	FOODGNG_Images/0827.jpg	healthy	100	Go	space	space	1	0.632984800031409
health	Go = healthy    No-go = not healthy	0	25	FOODGNG_Images/0261.jpg	healthy	100	Go	space	space	1	0.627271900186315
health	Go = healthy    No-go = not healthy	0	26	FOODGNG_Images/0647.jpg	healthy	95	Go	space	space	1	0.620001100003719
health	Go = healthy    No-go = not healthy	0	27	FOODGNG_Images/0263.jpg	healthy	95	Go	space	space	1	0.656724799890071
health	Go = healthy    No-go = not healthy	0	28	FOODGNG_Images/0529.jpg	healthy	100	Go	space	space	1	0.630923200165853
health	Go = healthy    No-go = not healthy	0	29	FOODGNG_Images/0196.jpg	healthy	100	Go	space	space	1	0.851496499963105
health	Go = healthy    No-go = not healthy	0	30	FOODGNG_Images/0515.jpg	not healthy	10	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	31	FOODGNG_Images/0607.jpg	not healthy	10	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	32	FOODGNG_Images/0189.jpg	not healthy	5	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	33	FOODGNG_Images/0196.jpg	healthy	100	Go	space	space	1	0.706189900171012
health	Go = healthy    No-go = not healthy	0	34	FOODGNG_Images/0278.jpg	healthy	95	Go	space	space	1	0.852064999984577
health	Go = healthy    No-go = not healthy	0	35	FOODGNG_Images/0539.jpg	healthy	100	Go	space	space	1	1.09817030001432
health	Go = healthy    No-go = not healthy	0	36	FOODGNG_Images/0794.jpg	healthy	95	Go	space	space	1	0.664365299977362
health	Go = healthy    No-go = not healthy	0	37	FOODGNG_Images/0250.jpg	healthy	95	Go	space	space	1	0.782346999971196
health	Go = healthy    No-go = not healthy	0	38	FOODGNG_Images/0539.jpg	healthy	100	Go	space	space	1	0.717653600033373
health	Go = healthy    No-go = not healthy	0	39	FOODGNG_Images/0827.jpg	healthy	100	Go	space	space	1	0.590608699945733
health	Go = healthy    No-go = not healthy	0	40	FOODGNG_Images/0925.jpg	not healthy	5	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	41	FOODGNG_Images/0250.jpg	healthy	95	Go	space	space	1	0.645786200184375
health	Go = healthy    No-go = not healthy	0	42	FOODGNG_Images/0766.jpg	healthy	95	Go	space	space	1	0.677560499869287
health	Go = healthy    No-go = not healthy	0	43	FOODGNG_Images/0261.jpg	healthy	100	Go	space	space	1	1.40875470009632
health	Go = healthy    No-go = not healthy	0	44	FOODGNG_Images/0189.jpg	not healthy	5	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	45	FOODGNG_Images/0136.jpg	not healthy	5	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	46	FOODGNG_Images/0539.jpg	healthy	100	Go	space	space	1	0.907241499982774
health	Go = healthy    No-go = not healthy	0	47	FOODGNG_Images/0359.jpg	healthy	100	Go	space	space	1	0.92220599995926
health	Go = healthy    No-go = not healthy	0	48	FOODGNG_Images/0367.jpg	not healthy	5	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	49	FOODGNG_Images/0529.jpg	healthy	100	Go	space	space	1	0.80132000008598
health	Go = healthy    No-go = not healthy	0	50	FOODGNG_Images/0766.jpg	healthy	95	Go	space	space	1	0.657914099982008
health	Go = healthy    No-go = not healthy	0	51	FOODGNG_Images/0196.jpg	healthy	100	Go	space	space	1	0.850616999901831
health	Go = healthy    No-go = not healthy	0	52	FOODGNG_Images/0445.jpg	healthy	95	Go	space	space	1	0.635661399923265
health	Go = healthy    No-go = not healthy	0	53	FOODGNG_Images/0145.jpg	not healthy	10	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	54	FOODGNG_Images/0647.jpg	healthy	95	Go	space	space	1	0.828366999980062
health	Go = healthy    No-go = not healthy	0	55	FOODGNG_Images/0250.jpg	healthy	95	Go	space	space	1	0.685852900147438
health	Go = healthy    No-go = not healthy	0	56	FOODGNG_Images/0438.jpg	healthy	95	Go	space	space	1	0.66222309996374
health	Go = healthy    No-go = not healthy	0	57	FOODGNG_Images/0136.jpg	not healthy	5	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	58	FOODGNG_Images/0647.jpg	healthy	95	Go	space	space	1	0.707808600040153
health	Go = healthy    No-go = not healthy	0	59	FOODGNG_Images/0145.jpg	not healthy	10	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	60	FOODGNG_Images/0261.jpg	healthy	100	Go	space	space	1	0.80919439997524
health	Go = healthy    No-go = not healthy	0	61	FOODGNG_Images/0827.jpg	healthy	100	Go	space	space	1	0.683222600026056
health	Go = healthy    No-go = not healthy	0	62	FOODGNG_Images/0278.jpg	healthy	95	Go	space	space	1	0.761088599916548
health	Go = healthy    No-go = not healthy	0	63	FOODGNG_Images/0359.jpg	healthy	100	Go	space	space	1	0.584306200034916
health	Go = healthy    No-go = not healthy	0	64	FOODGNG_Images/0647.jpg	healthy	95	Go	space	space	1	0.659362300066277
health	Go = healthy    No-go = not healthy	0	65	FOODGNG_Images/0925.jpg	not healthy	5	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	66	FOODGNG_Images/0339.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	67	FOODGNG_Images/0138.jpg	not healthy	10	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	68	FOODGNG_Images/0827.jpg	healthy	100	Go	space	space	1	0.579407399985939
health	Go = healthy    No-go = not healthy	0	69	FOODGNG_Images/0263.jpg	healthy	95	Go	space	space	1	0.582137400051579
health	Go = healthy    No-go = not healthy	0	70	FOODGNG_Images/0196.jpg	healthy	100	Go	space	space	1	0.660531800007448
health	Go = healthy    No-go = not healthy	0	71	FOODGNG_Images/0261.jpg	healthy	100	Go	space	space	1	0.614668700145558
health	Go = healthy    No-go = not healthy	0	72	FOODGNG_Images/0107.jpg	not healthy	10	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	73	FOODGNG_Images/0479.jpg	healthy	95	Go	space	space	1	0.815517799928784
health	Go = healthy    No-go = not healthy	0	74	FOODGNG_Images/0261.jpg	healthy	100	Go	space	space	1	1.00623439997435
health	Go = healthy    No-go = not healthy	0	75	FOODGNG_Images/0676.jpg	not healthy	10	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	76	FOODGNG_Images/0278.jpg	healthy	95	Go	space	space	1	0.909144500037655
health	Go = healthy    No-go = not healthy	0	77	FOODGNG_Images/0263.jpg	healthy	95	Go	space	space	1	0.879904099972919
health	Go = healthy    No-go = not healthy	0	78	FOODGNG_Images/0904.jpg	not healthy	10	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	79	FOODGNG_Images/0827.jpg	healthy	100	Go	space	space	1	0.673528200015426
health	Go = healthy    No-go = not healthy	0	80	FOODGNG_Images/0794.jpg	healthy	95	Go	space	space	1	0.631125699961558
