blockType	blockInstructions	blockNo	trialNoPerBlock	stimPath	stimType	stimRating	stimStatus	respCorrect	respKey	respOutcome	respRT
taste	Go = tasty    No-go = not tasty	0	0	FOODGNG_Images/0922.jpg	not tasty	0	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	1	FOODGNG_Images/0113.jpg	tasty	100	Go	space	space	1	1.28431879999698
taste	Go = tasty    No-go = not tasty	0	2	FOODGNG_Images/0028.jpg	tasty	100	Go	space	space	1	0.77574780001305
taste	Go = tasty    No-go = not tasty	0	3	FOODGNG_Images/0900.jpg	not tasty	0	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	4	FOODGNG_Images/0488.jpg	tasty	100	Go	space	space	1	0.507481200009352
taste	Go = tasty    No-go = not tasty	0	5	FOODGNG_Images/0350.jpg	tasty	100	Go	space	space	1	0.891081100009615
taste	Go = tasty    No-go = not tasty	0	6	FOODGNG_Images/0065.jpg	tasty	100	Go	space	space	1	0.828792200001772
taste	Go = tasty    No-go = not tasty	0	7	FOODGNG_Images/0923.jpg	not tasty	0	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	8	FOODGNG_Images/0225.jpg	not tasty	0	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	9	FOODGNG_Images/0844.jpg	tasty	100	Go	space	space	1	0.61612239999522
taste	Go = tasty    No-go = not tasty	0	10	FOODGNG_Images/0409.jpg	tasty	100	Go	space	None	0	NaN
taste	Go = tasty    No-go = not tasty	0	11	FOODGNG_Images/0329.jpg	tasty	100	Go	space	space	1	0.835712900006911
taste	Go = tasty    No-go = not tasty	0	12	FOODGNG_Images/0914.jpg	not tasty	0	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	13	FOODGNG_Images/0319.jpg	tasty	100	Go	space	space	1	0.719345100005739
taste	Go = tasty    No-go = not tasty	0	14	FOODGNG_Images/0918.jpg	not tasty	0	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	15	FOODGNG_Images/0488.jpg	tasty	100	Go	space	space	1	0.567746500004432
taste	Go = tasty    No-go = not tasty	0	16	FOODGNG_Images/0113.jpg	tasty	100	Go	space	space	1	0.657881100007216
taste	Go = tasty    No-go = not tasty	0	17	FOODGNG_Images/0188.jpg	tasty	100	Go	space	space	1	1.40838280000025
taste	Go = tasty    No-go = not tasty	0	18	FOODGNG_Images/0065.jpg	tasty	100	Go	space	space	1	0.5587494999927
taste	Go = tasty    No-go = not tasty	0	19	FOODGNG_Images/0547.jpg	not tasty	0	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	20	FOODGNG_Images/0921.jpg	not tasty	0	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	21	FOODGNG_Images/0329.jpg	tasty	100	Go	space	space	1	0.68247970000084
taste	Go = tasty    No-go = not tasty	0	22	FOODGNG_Images/0234.jpg	tasty	100	Go	space	space	1	1.06504299999506
taste	Go = tasty    No-go = not tasty	0	23	FOODGNG_Images/0028.jpg	tasty	100	Go	space	space	1	0.586728900001617
taste	Go = tasty    No-go = not tasty	0	24	FOODGNG_Images/0329.jpg	tasty	100	Go	space	space	1	0.530150700011291
taste	Go = tasty    No-go = not tasty	0	25	FOODGNG_Images/0113.jpg	tasty	100	Go	space	space	1	0.564169099990977
taste	Go = tasty    No-go = not tasty	0	26	FOODGNG_Images/0409.jpg	tasty	100	Go	space	space	1	0.722040100008599
taste	Go = tasty    No-go = not tasty	0	27	FOODGNG_Images/0488.jpg	tasty	100	Go	space	space	1	0.514229699998396
taste	Go = tasty    No-go = not tasty	0	28	FOODGNG_Images/0373.jpg	tasty	100	Go	space	space	1	0.572522100002971
taste	Go = tasty    No-go = not tasty	0	29	FOODGNG_Images/0881.jpg	tasty	100	Go	space	space	1	0.445319099992048
taste	Go = tasty    No-go = not tasty	0	30	FOODGNG_Images/0787.jpg	not tasty	0	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	31	FOODGNG_Images/0319.jpg	tasty	100	Go	space	space	1	0.54015650000656
taste	Go = tasty    No-go = not tasty	0	32	FOODGNG_Images/0881.jpg	tasty	100	Go	space	space	1	0.731141399999615
taste	Go = tasty    No-go = not tasty	0	33	FOODGNG_Images/0900.jpg	not tasty	0	NoGo	None	None	1	NaN
