blockType	blockInstructions	blockNo	trialNoPerBlock	stimPath	stimType	stimRating	stimStatus	respCorrect	respKey	respOutcome	respRT
taste	Go = tasty    No-go = not tasty	0	0	FOODGNG_Images/0329.jpg	tasty	89	Go	space	space	1	0.593108000000939
taste	Go = tasty    No-go = not tasty	0	1	FOODGNG_Images/0459.jpg	tasty	89	Go	space	space	1	0.55057940000188
taste	Go = tasty    No-go = not tasty	0	2	FOODGNG_Images/0923.jpg	not tasty	15	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	3	FOODGNG_Images/0445.jpg	tasty	88	Go	space	space	1	0.44052179999926
taste	Go = tasty    No-go = not tasty	0	4	FOODGNG_Images/0910.jpg	not tasty	15	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	5	FOODGNG_Images/0905.jpg	not tasty	16	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	6	FOODGNG_Images/0752.jpg	tasty	97	Go	space	space	1	0.423660200001905
taste	Go = tasty    No-go = not tasty	0	7	FOODGNG_Images/0644.jpg	tasty	91	Go	space	space	1	0.673451999999088
taste	Go = tasty    No-go = not tasty	0	8	FOODGNG_Images/0693.jpg	tasty	95	Go	space	space	1	0.60625169999912
taste	Go = tasty    No-go = not tasty	0	9	FOODGNG_Images/0752.jpg	tasty	97	Go	space	space	1	0.431396900003165
taste	Go = tasty    No-go = not tasty	0	10	FOODGNG_Images/0202.jpg	tasty	96	Go	space	space	1	0.414846899999247
taste	Go = tasty    No-go = not tasty	0	11	FOODGNG_Images/0261.jpg	tasty	92	Go	space	space	1	0.566587900000741
taste	Go = tasty    No-go = not tasty	0	12	FOODGNG_Images/0830.jpg	tasty	89	Go	space	space	1	0.408315299999231
taste	Go = tasty    No-go = not tasty	0	13	FOODGNG_Images/0365.jpg	tasty	89	Go	space	space	1	0.401886800002103
taste	Go = tasty    No-go = not tasty	0	14	FOODGNG_Images/0494.jpg	not tasty	13	NoGo	None	space	0	0.423481099998753
taste	Go = tasty    No-go = not tasty	0	15	FOODGNG_Images/0329.jpg	tasty	89	Go	space	space	1	0.601163899998937
taste	Go = tasty    No-go = not tasty	0	16	FOODGNG_Images/0827.jpg	tasty	99	Go	space	space	1	0.402182699999685
taste	Go = tasty    No-go = not tasty	0	17	FOODGNG_Images/0329.jpg	tasty	89	Go	space	space	1	0.501504300002125
taste	Go = tasty    No-go = not tasty	0	18	FOODGNG_Images/0827.jpg	tasty	99	Go	space	space	1	0.417942000003677
taste	Go = tasty    No-go = not tasty	0	19	FOODGNG_Images/0830.jpg	tasty	89	Go	space	space	1	0.50034389999928
taste	Go = tasty    No-go = not tasty	0	20	FOODGNG_Images/0445.jpg	tasty	88	Go	space	space	1	0.488493299999391
taste	Go = tasty    No-go = not tasty	0	21	FOODGNG_Images/0830.jpg	tasty	89	Go	space	space	1	0.410688399999344
taste	Go = tasty    No-go = not tasty	0	22	FOODGNG_Images/0202.jpg	tasty	96	Go	space	space	1	0.410410799999227
taste	Go = tasty    No-go = not tasty	0	23	FOODGNG_Images/0365.jpg	tasty	89	Go	space	space	1	0.500882200001797
taste	Go = tasty    No-go = not tasty	0	24	FOODGNG_Images/0644.jpg	tasty	91	Go	space	space	1	0.426522599998862
taste	Go = tasty    No-go = not tasty	0	25	FOODGNG_Images/0365.jpg	tasty	89	Go	space	space	1	0.416806400000496
taste	Go = tasty    No-go = not tasty	0	26	FOODGNG_Images/0202.jpg	tasty	96	Go	space	space	1	0.383894999999029
taste	Go = tasty    No-go = not tasty	0	27	FOODGNG_Images/0644.jpg	tasty	91	Go	space	space	1	0.417093000000023
taste	Go = tasty    No-go = not tasty	0	28	FOODGNG_Images/0567.jpg	tasty	93	Go	space	space	1	0.373739799997566
taste	Go = tasty    No-go = not tasty	0	29	FOODGNG_Images/0787.jpg	tasty	99	Go	space	space	1	0.409529000000475
taste	Go = tasty    No-go = not tasty	0	30	FOODGNG_Images/0261.jpg	tasty	92	Go	space	space	1	0.576606899998296
taste	Go = tasty    No-go = not tasty	0	31	FOODGNG_Images/0459.jpg	tasty	89	Go	space	space	1	0.424535600002855
taste	Go = tasty    No-go = not tasty	0	32	FOODGNG_Images/0922.jpg	not tasty	7	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	33	FOODGNG_Images/0904.jpg	not tasty	10	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	34	FOODGNG_Images/0445.jpg	tasty	88	Go	space	space	1	0.493129400001635
taste	Go = tasty    No-go = not tasty	0	35	FOODGNG_Images/0567.jpg	tasty	93	Go	space	space	1	0.543379800001276
taste	Go = tasty    No-go = not tasty	0	36	FOODGNG_Images/0714.jpg	not tasty	10	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	37	FOODGNG_Images/0787.jpg	tasty	99	Go	space	space	1	0.445559200001298
taste	Go = tasty    No-go = not tasty	0	38	FOODGNG_Images/0459.jpg	tasty	89	Go	space	space	1	0.419757200001186
taste	Go = tasty    No-go = not tasty	0	39	FOODGNG_Images/0752.jpg	tasty	97	Go	space	space	1	0.420070000000123
taste	Go = tasty    No-go = not tasty	0	40	FOODGNG_Images/0787.jpg	tasty	99	Go	space	space	1	0.40049590000126
taste	Go = tasty    No-go = not tasty	0	41	FOODGNG_Images/0919.jpg	not tasty	10	NoGo	None	None	1	NaN
taste	Go = tasty    No-go = not tasty	0	42	FOODGNG_Images/0771.jpg	tasty	96	Go	space	space	1	0.424558500002604
taste	Go = tasty    No-go = not tasty	0	43	FOODGNG_Images/0567.jpg	tasty	93	Go	space	space	1	0.42060919999858
taste	Go = tasty    No-go = not tasty	0	44	FOODGNG_Images/0771.jpg	tasty	96	Go	space	space	1	0.347494800000277
taste	Go = tasty    No-go = not tasty	0	45	FOODGNG_Images/0567.jpg	tasty	93	Go	space	space	1	0.391963499998383
taste	Go = tasty    No-go = not tasty	0	46	FOODGNG_Images/0261.jpg	tasty	92	Go	space	space	1	0.420506300000852
taste	Go = tasty    No-go = not tasty	0	47	FOODGNG_Images/0459.jpg	tasty	89	Go	space	space	1	0.398445200000424
taste	Go = tasty    No-go = not tasty	0	48	FOODGNG_Images/0644.jpg	tasty	91	Go	space	space	1	0.420435100000759
