blockType	blockInstructions	blockNo	trialNoPerBlock	stimPath	stimType	stimRating	stimStatus	respCorrect	respKey	respOutcome	respRT
health	Go = healthy    No-go = not healthy	0	0	FOODGNG_Images/0409.jpg	healthy	100	Go	space	space	1	0.831478199921548
health	Go = healthy    No-go = not healthy	0	1	FOODGNG_Images/0900.jpg	not healthy	1	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	2	FOODGNG_Images/0445.jpg	healthy	100	Go	space	space	1	0.915403199847788
health	Go = healthy    No-go = not healthy	0	3	FOODGNG_Images/0409.jpg	healthy	100	Go	space	space	1	0.872876700013876
health	Go = healthy    No-go = not healthy	0	4	FOODGNG_Images/0640.jpg	healthy	100	Go	space	space	1	0.544271199963987
health	Go = healthy    No-go = not healthy	0	5	FOODGNG_Images/0605.jpg	healthy	100	Go	space	space	1	0.623066799715161
health	Go = healthy    No-go = not healthy	0	6	FOODGNG_Images/0797.jpg	healthy	100	Go	space	space	1	0.450812299968675
health	Go = healthy    No-go = not healthy	0	7	FOODGNG_Images/0605.jpg	healthy	100	Go	space	space	1	0.562438199762255
health	Go = healthy    No-go = not healthy	0	8	FOODGNG_Images/0282.jpg	healthy	100	Go	space	space	1	0.444873000029474
health	Go = healthy    No-go = not healthy	0	9	FOODGNG_Images/0250.jpg	healthy	100	Go	space	space	1	0.42219079984352
health	Go = healthy    No-go = not healthy	0	10	FOODGNG_Images/0605.jpg	healthy	100	Go	space	space	1	0.396015399834141
health	Go = healthy    No-go = not healthy	0	11	FOODGNG_Images/0373.jpg	not healthy	0	NoGo	None	space	0	0.500864399829879
health	Go = healthy    No-go = not healthy	0	12	FOODGNG_Images/0676.jpg	not healthy	1	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	13	FOODGNG_Images/0903.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	14	FOODGNG_Images/0766.jpg	healthy	100	Go	space	space	1	0.504101099912077
health	Go = healthy    No-go = not healthy	0	15	FOODGNG_Images/0614.jpg	healthy	100	Go	space	space	1	0.577522799838334
health	Go = healthy    No-go = not healthy	0	16	FOODGNG_Images/0547.jpg	not healthy	1	NoGo	None	space	0	0.607391800032929
health	Go = healthy    No-go = not healthy	0	17	FOODGNG_Images/0261.jpg	healthy	100	Go	space	space	1	0.730429299874231
health	Go = healthy    No-go = not healthy	0	18	FOODGNG_Images/0282.jpg	healthy	100	Go	space	space	1	0.600234599784017
health	Go = healthy    No-go = not healthy	0	19	FOODGNG_Images/0640.jpg	healthy	100	Go	space	space	1	0.559098199708387
health	Go = healthy    No-go = not healthy	0	20	FOODGNG_Images/0196.jpg	healthy	100	Go	space	space	1	0.50992069975473
health	Go = healthy    No-go = not healthy	0	21	FOODGNG_Images/0113.jpg	not healthy	1	NoGo	None	space	0	0.463023699820042
health	Go = healthy    No-go = not healthy	0	22	FOODGNG_Images/0196.jpg	healthy	100	Go	space	space	1	0.64607819984667
health	Go = healthy    No-go = not healthy	0	23	FOODGNG_Images/0766.jpg	healthy	100	Go	space	space	1	0.608105799881741
health	Go = healthy    No-go = not healthy	0	24	FOODGNG_Images/0282.jpg	healthy	100	Go	space	space	1	0.530718299793079
health	Go = healthy    No-go = not healthy	0	25	FOODGNG_Images/0797.jpg	healthy	100	Go	space	space	1	0.4956648000516
health	Go = healthy    No-go = not healthy	0	26	FOODGNG_Images/0196.jpg	healthy	100	Go	space	space	1	0.579540299950168
health	Go = healthy    No-go = not healthy	0	27	FOODGNG_Images/0250.jpg	healthy	100	Go	space	space	1	0.512737399898469
health	Go = healthy    No-go = not healthy	0	28	FOODGNG_Images/0797.jpg	healthy	100	Go	space	space	1	0.493187799816951
health	Go = healthy    No-go = not healthy	0	29	FOODGNG_Images/0339.jpg	not healthy	1	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	30	FOODGNG_Images/0282.jpg	healthy	100	Go	space	space	1	0.515596799785271
health	Go = healthy    No-go = not healthy	0	31	FOODGNG_Images/0844.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	32	FOODGNG_Images/0925.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	33	FOODGNG_Images/0539.jpg	healthy	100	Go	space	space	1	0.643154399935156
health	Go = healthy    No-go = not healthy	0	34	FOODGNG_Images/0329.jpg	healthy	100	Go	space	space	1	0.566050299908966
health	Go = healthy    No-go = not healthy	0	35	FOODGNG_Images/0605.jpg	healthy	100	Go	space	space	1	0.664490999886766
health	Go = healthy    No-go = not healthy	0	36	FOODGNG_Images/0234.jpg	healthy	100	Go	space	space	1	0.709964899811894
health	Go = healthy    No-go = not healthy	0	37	FOODGNG_Images/0367.jpg	not healthy	1	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	38	FOODGNG_Images/0539.jpg	healthy	100	Go	space	space	1	0.545478499960154
health	Go = healthy    No-go = not healthy	0	39	FOODGNG_Images/0196.jpg	healthy	100	Go	space	space	1	0.475806499831378
health	Go = healthy    No-go = not healthy	0	40	FOODGNG_Images/0494.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	41	FOODGNG_Images/0797.jpg	healthy	100	Go	space	space	1	1.03530699992552
health	Go = healthy    No-go = not healthy	0	42	FOODGNG_Images/0261.jpg	healthy	100	Go	space	space	1	0.484675799962133
health	Go = healthy    No-go = not healthy	0	43	FOODGNG_Images/0676.jpg	not healthy	1	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	44	FOODGNG_Images/0234.jpg	healthy	100	Go	space	space	1	0.377409499837086
health	Go = healthy    No-go = not healthy	0	45	FOODGNG_Images/0766.jpg	healthy	100	Go	space	space	1	0.450398999731988
health	Go = healthy    No-go = not healthy	0	46	FOODGNG_Images/0261.jpg	healthy	100	Go	space	space	1	0.420536399818957
health	Go = healthy    No-go = not healthy	0	47	FOODGNG_Images/0189.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	48	FOODGNG_Images/0250.jpg	healthy	100	Go	space	space	1	0.386480699991807
health	Go = healthy    No-go = not healthy	0	49	FOODGNG_Images/0329.jpg	healthy	100	Go	space	space	1	0.448164599947631
health	Go = healthy    No-go = not healthy	0	50	FOODGNG_Images/0614.jpg	healthy	100	Go	space	space	1	0.362310099881142
health	Go = healthy    No-go = not healthy	0	51	FOODGNG_Images/0329.jpg	healthy	100	Go	space	space	1	0.466473999898881
health	Go = healthy    No-go = not healthy	0	52	FOODGNG_Images/0640.jpg	healthy	100	Go	space	space	1	0.433907999889925
health	Go = healthy    No-go = not healthy	0	53	FOODGNG_Images/0614.jpg	healthy	100	Go	space	space	1	0.501476499950513
health	Go = healthy    No-go = not healthy	0	54	FOODGNG_Images/0445.jpg	healthy	100	Go	space	space	1	0.58172499993816
health	Go = healthy    No-go = not healthy	0	55	FOODGNG_Images/0547.jpg	not healthy	1	NoGo	None	space	0	0.475651499815285
health	Go = healthy    No-go = not healthy	0	56	FOODGNG_Images/0234.jpg	healthy	100	Go	space	space	1	0.416529400041327
health	Go = healthy    No-go = not healthy	0	57	FOODGNG_Images/0900.jpg	not healthy	1	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	58	FOODGNG_Images/0409.jpg	healthy	100	Go	space	space	1	0.561810699990019
health	Go = healthy    No-go = not healthy	0	59	FOODGNG_Images/0445.jpg	healthy	100	Go	space	space	1	0.491771999746561
health	Go = healthy    No-go = not healthy	0	60	FOODGNG_Images/0539.jpg	healthy	100	Go	space	space	1	0.540399399818853
health	Go = healthy    No-go = not healthy	0	61	FOODGNG_Images/0359.jpg	healthy	100	Go	space	space	1	0.487708399770781
health	Go = healthy    No-go = not healthy	0	62	FOODGNG_Images/0766.jpg	healthy	100	Go	space	space	1	0.464165199780837
health	Go = healthy    No-go = not healthy	0	63	FOODGNG_Images/0116.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	64	FOODGNG_Images/0261.jpg	healthy	100	Go	space	space	1	0.459898999892175
health	Go = healthy    No-go = not healthy	0	65	FOODGNG_Images/0282.jpg	healthy	100	Go	space	space	1	0.42901759990491
health	Go = healthy    No-go = not healthy	0	66	FOODGNG_Images/0409.jpg	healthy	100	Go	space	space	1	0.562568399822339
health	Go = healthy    No-go = not healthy	0	67	FOODGNG_Images/0234.jpg	healthy	100	Go	space	space	1	0.408578299917281
health	Go = healthy    No-go = not healthy	0	68	FOODGNG_Images/0640.jpg	healthy	100	Go	space	space	1	0.444829099811614
health	Go = healthy    No-go = not healthy	0	69	FOODGNG_Images/0359.jpg	healthy	100	Go	space	space	1	0.428500199923292
health	Go = healthy    No-go = not healthy	0	70	FOODGNG_Images/0329.jpg	healthy	100	Go	space	space	1	0.603273599874228
health	Go = healthy    No-go = not healthy	0	71	FOODGNG_Images/0196.jpg	healthy	100	Go	space	space	1	0.433460399741307
health	Go = healthy    No-go = not healthy	0	72	FOODGNG_Images/0539.jpg	healthy	100	Go	space	space	1	0.583472399972379
health	Go = healthy    No-go = not healthy	0	73	FOODGNG_Images/0605.jpg	healthy	100	Go	space	space	1	0.477029700065032
health	Go = healthy    No-go = not healthy	0	74	FOODGNG_Images/0261.jpg	healthy	100	Go	space	space	1	0.472127299755812
health	Go = healthy    No-go = not healthy	0	75	FOODGNG_Images/0339.jpg	not healthy	1	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	76	FOODGNG_Images/0359.jpg	healthy	100	Go	space	space	1	0.759217099752277
health	Go = healthy    No-go = not healthy	0	77	FOODGNG_Images/0766.jpg	healthy	100	Go	space	space	1	0.629651199793443
health	Go = healthy    No-go = not healthy	0	78	FOODGNG_Images/0250.jpg	healthy	100	Go	space	space	1	0.474611199693754
health	Go = healthy    No-go = not healthy	0	79	FOODGNG_Images/0614.jpg	healthy	100	Go	space	space	1	0.687838999787346
health	Go = healthy    No-go = not healthy	0	80	FOODGNG_Images/0359.jpg	healthy	100	Go	space	space	1	0.520114599727094
health	Go = healthy    No-go = not healthy	0	81	FOODGNG_Images/0107.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	82	FOODGNG_Images/0445.jpg	healthy	100	Go	space	space	1	0.463930299738422
health	Go = healthy    No-go = not healthy	0	83	FOODGNG_Images/0925.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	84	FOODGNG_Images/0614.jpg	healthy	100	Go	space	space	1	0.489747499814257
health	Go = healthy    No-go = not healthy	0	85	FOODGNG_Images/0113.jpg	not healthy	1	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	86	FOODGNG_Images/0409.jpg	healthy	100	Go	space	space	1	0.658869499806315
health	Go = healthy    No-go = not healthy	0	87	FOODGNG_Images/0359.jpg	healthy	100	Go	space	space	1	0.437810299918056
health	Go = healthy    No-go = not healthy	0	88	FOODGNG_Images/0234.jpg	healthy	100	Go	space	space	1	0.449417799944058
health	Go = healthy    No-go = not healthy	0	89	FOODGNG_Images/0367.jpg	not healthy	1	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	90	FOODGNG_Images/0797.jpg	healthy	100	Go	space	space	1	0.476000699913129
health	Go = healthy    No-go = not healthy	0	91	FOODGNG_Images/0640.jpg	healthy	100	Go	space	space	1	0.444829299813136
health	Go = healthy    No-go = not healthy	0	92	FOODGNG_Images/0373.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	93	FOODGNG_Images/0116.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	94	FOODGNG_Images/0445.jpg	healthy	100	Go	space	space	1	0.435742700006813
health	Go = healthy    No-go = not healthy	0	95	FOODGNG_Images/0250.jpg	healthy	100	Go	space	space	1	0.415142399957404
health	Go = healthy    No-go = not healthy	0	96	FOODGNG_Images/0539.jpg	healthy	100	Go	space	space	1	0.805254800012335
health	Go = healthy    No-go = not healthy	0	97	FOODGNG_Images/0494.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	98	FOODGNG_Images/0916.jpg	not healthy	0	NoGo	None	None	1	NaN
health	Go = healthy    No-go = not healthy	0	99	FOODGNG_Images/0329.jpg	healthy	100	Go	space	space	1	0.623678399948403
healthRev	Go = not healthy    No-go = healthy	1	0	FOODGNG_Images/0282.jpg	healthy	100	NoGo	None	None	1	NaN
healthRev	Go = not healthy    No-go = healthy	1	1	FOODGNG_Images/0916.jpg	not healthy	0	Go	space	space	1	0.590901399729773
healthRev	Go = not healthy    No-go = healthy	1	2	FOODGNG_Images/0925.jpg	not healthy	0	Go	space	space	1	0.570221500005573
healthRev	Go = not healthy    No-go = healthy	1	3	FOODGNG_Images/0844.jpg	not healthy	0	Go	space	space	1	0.498989900108427
healthRev	Go = not healthy    No-go = healthy	1	4	FOODGNG_Images/0107.jpg	not healthy	0	Go	space	space	1	0.542576099745929
healthRev	Go = not healthy    No-go = healthy	1	5	FOODGNG_Images/0113.jpg	not healthy	1	Go	space	space	1	0.405254699988291
healthRev	Go = not healthy    No-go = healthy	1	6	FOODGNG_Images/0925.jpg	not healthy	0	Go	space	space	1	0.379236100008711
healthRev	Go = not healthy    No-go = healthy	1	7	FOODGNG_Images/0494.jpg	not healthy	0	Go	space	space	1	0.564285000087693
healthRev	Go = not healthy    No-go = healthy	1	8	FOODGNG_Images/0547.jpg	not healthy	1	Go	space	space	1	0.559775199973956
healthRev	Go = not healthy    No-go = healthy	1	9	FOODGNG_Images/0676.jpg	not healthy	1	Go	space	space	1	0.576792999869213
healthRev	Go = not healthy    No-go = healthy	1	10	FOODGNG_Images/0539.jpg	healthy	100	NoGo	None	space	0	0.449395799776539
