blockNo	trialNoPerBlock	stim1_path	stim1_healthRating	stim1_tasteRating	stim1_willingToEatRating	stim2_path	stim2_healthRating	stim2_tasteRating	stim2_willingToEatRating	stimChosen_path	respKey	respRT
0	0	FOODPCT_Images/0567.jpg	82	70	71	FOODPCT_Images/0905.jpg	42	1	1	FOODPCT_Images/0905.jpg	m	8.35024100029841
0	1	FOODPCT_Images/0766.jpg	99	9	36	FOODPCT_Images/0515.jpg	92	82	81	FOODPCT_Images/0766.jpg	z	0.832721100188792
0	2	FOODPCT_Images/0065.jpg	10	100	83	FOODPCT_Images/0273.jpg	100	68	40	FOODPCT_Images/0273.jpg	m	0.899189800489694
0	3	FOODPCT_Images/0478.jpg	100	100	100	FOODPCT_Images/0827.jpg	100	81	82	FOODPCT_Images/0478.jpg	z	0.737923600245267
0	4	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0282.jpg	99	100	89	FOODPCT_Images/0282.jpg	m	0.706235700286925
0	5	FOODPCT_Images/0515.jpg	92	82	81	FOODPCT_Images/0065.jpg	10	100	83	FOODPCT_Images/0515.jpg	z	2.66432920005172
0	6	FOODPCT_Images/0905.jpg	42	1	1	FOODPCT_Images/0359.jpg	100	79	80	FOODPCT_Images/0359.jpg	m	1.56676530046389
0	7	FOODPCT_Images/0273.jpg	100	68	40	FOODPCT_Images/0183.jpg	66	83	65	FOODPCT_Images/0183.jpg	m	3.25852779997513
0	8	FOODPCT_Images/0282.jpg	99	100	89	FOODPCT_Images/0373.jpg	1	88	66	FOODPCT_Images/0282.jpg	z	2.54560090042651
0	9	FOODPCT_Images/0004.jpg	8	9	11	FOODPCT_Images/0614.jpg	81	39	39	FOODPCT_Images/0614.jpg	m	2.14709640061483
0	10	FOODPCT_Images/0529.jpg	100	62	50	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0787.jpg	m	1.85568520007655
0	11	FOODPCT_Images/0614.jpg	81	39	39	FOODPCT_Images/0766.jpg	99	9	36	FOODPCT_Images/0766.jpg	m	0.911443300545216
0	12	FOODPCT_Images/0567.jpg	82	70	71	FOODPCT_Images/0196.jpg	100	60	59	FOODPCT_Images/0196.jpg	m	2.55814740015194
0	13	FOODPCT_Images/0905.jpg	42	1	1	FOODPCT_Images/0196.jpg	100	60	59	FOODPCT_Images/0905.jpg	z	2.04076940007508
0	14	FOODPCT_Images/0273.jpg	100	68	40	FOODPCT_Images/0705.jpg	65	67	68	FOODPCT_Images/0273.jpg	z	4.2003430002369
0	15	FOODPCT_Images/0841.jpg	28	85	63	FOODPCT_Images/0065.jpg	10	100	83	FOODPCT_Images/0841.jpg	z	0.874034500215203
0	16	FOODPCT_Images/0827.jpg	100	81	82	FOODPCT_Images/0196.jpg	100	60	59	FOODPCT_Images/0827.jpg	z	1.35507060028613
0	17	FOODPCT_Images/0196.jpg	100	60	59	FOODPCT_Images/0766.jpg	99	9	36	FOODPCT_Images/0766.jpg	m	0.715832400135696
0	18	FOODPCT_Images/0373.jpg	1	88	66	FOODPCT_Images/0614.jpg	81	39	39	FOODPCT_Images/0614.jpg	m	1.49038110021502
0	19	FOODPCT_Images/0282.jpg	99	100	89	FOODPCT_Images/0478.jpg	100	100	100	FOODPCT_Images/0478.jpg	m	1.38323470018804
0	20	FOODPCT_Images/0202.jpg	100	34	18	FOODPCT_Images/0273.jpg	100	68	40	FOODPCT_Images/0202.jpg	z	1.01204650010914
0	21	FOODPCT_Images/0183.jpg	66	83	65	FOODPCT_Images/0567.jpg	82	70	71	FOODPCT_Images/0567.jpg	m	6.32159320032224
0	22	FOODPCT_Images/0145.jpg	24	90	50	FOODPCT_Images/0766.jpg	99	9	36	FOODPCT_Images/0766.jpg	m	1.4872420001775
0	23	FOODPCT_Images/0567.jpg	82	70	71	FOODPCT_Images/0145.jpg	24	90	50	FOODPCT_Images/0145.jpg	m	2.05942040029913
0	24	FOODPCT_Images/0529.jpg	100	62	50	FOODPCT_Images/0841.jpg	28	85	63	FOODPCT_Images/0841.jpg	m	0.702901400160044
0	25	FOODPCT_Images/0282.jpg	99	100	89	FOODPCT_Images/0766.jpg	99	9	36	FOODPCT_Images/0766.jpg	m	1.20544379996136
0	26	FOODPCT_Images/0766.jpg	99	9	36	FOODPCT_Images/0841.jpg	28	85	63	FOODPCT_Images/0841.jpg	m	0.880075100343674
0	27	FOODPCT_Images/0183.jpg	66	83	65	FOODPCT_Images/0905.jpg	42	1	1	FOODPCT_Images/0905.jpg	m	3.0317487004213
0	28	FOODPCT_Images/0273.jpg	100	68	40	FOODPCT_Images/0567.jpg	82	70	71	FOODPCT_Images/0567.jpg	m	1.02062990004197
0	29	FOODPCT_Images/0273.jpg	100	68	40	FOODPCT_Images/0905.jpg	42	1	1	FOODPCT_Images/0905.jpg	m	0.754568700212985
0	30	FOODPCT_Images/0359.jpg	100	79	80	FOODPCT_Images/0183.jpg	66	83	65	FOODPCT_Images/0359.jpg	z	0.70607090042904
0	31	FOODPCT_Images/0614.jpg	81	39	39	FOODPCT_Images/0359.jpg	100	79	80	FOODPCT_Images/0359.jpg	m	0.728568700142205
0	32	FOODPCT_Images/0202.jpg	100	34	18	FOODPCT_Images/0713.jpg	9	6	6	FOODPCT_Images/0202.jpg	z	0.660658100154251
0	33	FOODPCT_Images/0183.jpg	66	83	65	FOODPCT_Images/0282.jpg	99	100	89	FOODPCT_Images/0282.jpg	m	0.82126280060038
0	34	FOODPCT_Images/0202.jpg	100	34	18	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0202.jpg	z	0.708825800567865
0	35	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0196.jpg	100	60	59	FOODPCT_Images/0787.jpg	z	2.58399130031466
0	36	FOODPCT_Images/0373.jpg	1	88	66	FOODPCT_Images/0004.jpg	8	9	11	FOODPCT_Images/0373.jpg	z	1.47599440068007
0	37	FOODPCT_Images/0273.jpg	100	68	40	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0787.jpg	m	0.554943900089711
0	38	FOODPCT_Images/0478.jpg	100	100	100	FOODPCT_Images/0567.jpg	82	70	71	FOODPCT_Images/0478.jpg	z	0.924399200361222
0	39	FOODPCT_Images/0359.jpg	100	79	80	FOODPCT_Images/0529.jpg	100	62	50	FOODPCT_Images/0359.jpg	z	0.593724900390953
0	40	FOODPCT_Images/0004.jpg	8	9	11	FOODPCT_Images/0713.jpg	9	6	6	FOODPCT_Images/0713.jpg	m	3.73705680062994
0	41	FOODPCT_Images/0359.jpg	100	79	80	FOODPCT_Images/0373.jpg	1	88	66	FOODPCT_Images/0359.jpg	z	0.697943500243127
0	42	FOODPCT_Images/0065.jpg	10	100	83	FOODPCT_Images/0805.jpg	90	18	10	FOODPCT_Images/0805.jpg	m	1.78149400046095
0	43	FOODPCT_Images/0183.jpg	66	83	65	FOODPCT_Images/0827.jpg	100	81	82	FOODPCT_Images/0827.jpg	m	3.74556610034779
0	44	FOODPCT_Images/0515.jpg	92	82	81	FOODPCT_Images/0713.jpg	9	6	6	FOODPCT_Images/0713.jpg	m	2.02590980008245
0	45	FOODPCT_Images/0273.jpg	100	68	40	FOODPCT_Images/0004.jpg	8	9	11	FOODPCT_Images/0273.jpg	z	1.17930760001764
0	46	FOODPCT_Images/0373.jpg	1	88	66	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0787.jpg	m	0.672324900049716
0	47	FOODPCT_Images/0713.jpg	9	6	6	FOODPCT_Images/0827.jpg	100	81	82	FOODPCT_Images/0827.jpg	m	1.02873070025817
0	48	FOODPCT_Images/0567.jpg	82	70	71	FOODPCT_Images/0359.jpg	100	79	80	FOODPCT_Images/0359.jpg	m	0.616039100568742
0	49	FOODPCT_Images/0359.jpg	100	79	80	FOODPCT_Images/0202.jpg	100	34	18	FOODPCT_Images/0202.jpg	m	0.570245600305498
0	50	FOODPCT_Images/0827.jpg	100	81	82	FOODPCT_Images/0905.jpg	42	1	1	FOODPCT_Images/0905.jpg	m	3.34596990002319
0	51	FOODPCT_Images/0282.jpg	99	100	89	FOODPCT_Images/0705.jpg	65	67	68	FOODPCT_Images/0282.jpg	z	0.597795000299811
0	52	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0827.jpg	100	81	82	FOODPCT_Images/0827.jpg	m	1.97078420035541
0	53	FOODPCT_Images/0478.jpg	100	100	100	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0478.jpg	z	0.98392750043422
0	54	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0189.jpg	14	76	49	FOODPCT_Images/0787.jpg	z	0.987990099936724
0	55	FOODPCT_Images/0766.jpg	99	9	36	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0766.jpg	z	1.73289040010422
0	56	FOODPCT_Images/0805.jpg	90	18	10	FOODPCT_Images/0196.jpg	100	60	59	FOODPCT_Images/0805.jpg	z	0.951329000294209
0	57	FOODPCT_Images/0705.jpg	65	67	68	FOODPCT_Images/0359.jpg	100	79	80	FOODPCT_Images/0359.jpg	m	0.596005300525576
0	58	FOODPCT_Images/0529.jpg	100	62	50	FOODPCT_Images/0004.jpg	8	9	11	FOODPCT_Images/0529.jpg	z	1.22932030027732
0	59	FOODPCT_Images/0841.jpg	28	85	63	FOODPCT_Images/0515.jpg	92	82	81	FOODPCT_Images/0841.jpg	z	0.784659100230783
1	0	FOODPCT_Images/0273.jpg	100	68	40	FOODPCT_Images/0614.jpg	81	39	39	FOODPCT_Images/0614.jpg	m	1.29066940024495
1	1	FOODPCT_Images/0282.jpg	99	100	89	FOODPCT_Images/0196.jpg	100	60	59	FOODPCT_Images/0282.jpg	z	0.690260500181466
1	2	FOODPCT_Images/0766.jpg	99	9	36	FOODPCT_Images/0004.jpg	8	9	11	FOODPCT_Images/0766.jpg	z	0.904350100085139
1	3	FOODPCT_Images/0515.jpg	92	82	81	FOODPCT_Images/0189.jpg	14	76	49	FOODPCT_Images/0515.jpg	z	1.38382000057027
1	4	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0145.jpg	24	90	50	FOODPCT_Images/0787.jpg	z	1.59084140043706
1	5	FOODPCT_Images/0145.jpg	24	90	50	FOODPCT_Images/0478.jpg	100	100	100	FOODPCT_Images/0478.jpg	m	0.539424800314009
1	6	FOODPCT_Images/0319.jpg	70	70	70	FOODPCT_Images/0567.jpg	82	70	71	FOODPCT_Images/0567.jpg	m	2.57683610031381
1	7	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0805.jpg	90	18	10	FOODPCT_Images/0787.jpg	z	0.662758899852633
1	8	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0713.jpg	9	6	6	FOODPCT_Images/0787.jpg	z	1.01585090020671
1	9	FOODPCT_Images/0273.jpg	100	68	40	FOODPCT_Images/0282.jpg	99	100	89	FOODPCT_Images/0282.jpg	m	0.827109100297093
1	10	FOODPCT_Images/0841.jpg	28	85	63	FOODPCT_Images/0319.jpg	70	70	70	FOODPCT_Images/0319.jpg	m	1.98816080018878
1	11	FOODPCT_Images/0202.jpg	100	34	18	FOODPCT_Images/0004.jpg	8	9	11	FOODPCT_Images/0202.jpg	z	0.71559670008719
1	12	FOODPCT_Images/0515.jpg	92	82	81	FOODPCT_Images/0183.jpg	66	83	65	FOODPCT_Images/0183.jpg	m	1.42962910002097
1	13	FOODPCT_Images/0319.jpg	70	70	70	FOODPCT_Images/0183.jpg	66	83	65	FOODPCT_Images/0183.jpg	m	1.36805870011449
1	14	FOODPCT_Images/0145.jpg	24	90	50	FOODPCT_Images/0373.jpg	1	88	66	FOODPCT_Images/0373.jpg	m	2.15277520008385
1	15	FOODPCT_Images/0189.jpg	14	76	49	FOODPCT_Images/0282.jpg	99	100	89	FOODPCT_Images/0282.jpg	m	0.658908300101757
1	16	FOODPCT_Images/0478.jpg	100	100	100	FOODPCT_Images/0805.jpg	90	18	10	FOODPCT_Images/0478.jpg	z	0.716145900078118
1	17	FOODPCT_Images/0196.jpg	100	60	59	FOODPCT_Images/0478.jpg	100	100	100	FOODPCT_Images/0478.jpg	m	0.850220900494605
1	18	FOODPCT_Images/0004.jpg	8	9	11	FOODPCT_Images/0805.jpg	90	18	10	FOODPCT_Images/0805.jpg	m	1.74393570050597
1	19	FOODPCT_Images/0841.jpg	28	85	63	FOODPCT_Images/0567.jpg	82	70	71	FOODPCT_Images/0567.jpg	m	2.92780630011111
1	20	FOODPCT_Images/0273.jpg	100	68	40	FOODPCT_Images/0827.jpg	100	81	82	FOODPCT_Images/0827.jpg	m	0.967404299881309
1	21	FOODPCT_Images/0359.jpg	100	79	80	FOODPCT_Images/0478.jpg	100	100	100	FOODPCT_Images/0359.jpg	z	2.71358610037714
1	22	FOODPCT_Images/0359.jpg	100	79	80	FOODPCT_Images/0319.jpg	70	70	70	FOODPCT_Images/0319.jpg	m	2.41295920033008
1	23	FOODPCT_Images/0567.jpg	82	70	71	FOODPCT_Images/0705.jpg	65	67	68	FOODPCT_Images/0567.jpg	z	1.66117260046303
1	24	FOODPCT_Images/0004.jpg	8	9	11	FOODPCT_Images/0705.jpg	65	67	68	FOODPCT_Images/0705.jpg	m	0.876047300174832
1	25	FOODPCT_Images/0705.jpg	65	67	68	FOODPCT_Images/0065.jpg	10	100	83	FOODPCT_Images/0705.jpg	z	0.697537100408226
1	26	FOODPCT_Images/0529.jpg	100	62	50	FOODPCT_Images/0065.jpg	10	100	83	FOODPCT_Images/0529.jpg	z	1.07514080032706
1	27	FOODPCT_Images/0189.jpg	14	76	49	FOODPCT_Images/0196.jpg	100	60	59	FOODPCT_Images/0196.jpg	m	0.939812100026757
1	28	FOODPCT_Images/0805.jpg	90	18	10	FOODPCT_Images/0705.jpg	65	67	68	FOODPCT_Images/0705.jpg	m	1.53559430036694
1	29	FOODPCT_Images/0145.jpg	24	90	50	FOODPCT_Images/0273.jpg	100	68	40	FOODPCT_Images/0273.jpg	m	0.909497899934649
1	30	FOODPCT_Images/0196.jpg	100	60	59	FOODPCT_Images/0359.jpg	100	79	80	FOODPCT_Images/0359.jpg	m	0.652262799907476
1	31	FOODPCT_Images/0373.jpg	1	88	66	FOODPCT_Images/0183.jpg	66	83	65	FOODPCT_Images/0183.jpg	m	2.62316690012813
1	32	FOODPCT_Images/0478.jpg	100	100	100	FOODPCT_Images/0189.jpg	14	76	49	FOODPCT_Images/0478.jpg	z	0.627197000198066
1	33	FOODPCT_Images/0614.jpg	81	39	39	FOODPCT_Images/0705.jpg	65	67	68	FOODPCT_Images/0614.jpg	z	0.895841600373387
1	34	FOODPCT_Images/0196.jpg	100	60	59	FOODPCT_Images/0373.jpg	1	88	66	FOODPCT_Images/0196.jpg	z	1.09552460024133
1	35	FOODPCT_Images/0529.jpg	100	62	50	FOODPCT_Images/0478.jpg	100	100	100	FOODPCT_Images/0478.jpg	m	0.996535100508481
1	36	FOODPCT_Images/0614.jpg	81	39	39	FOODPCT_Images/0282.jpg	99	100	89	FOODPCT_Images/0614.jpg	z	0.719027800485492
1	37	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0567.jpg	82	70	71	FOODPCT_Images/0787.jpg	z	0.693067499902099
1	38	FOODPCT_Images/0373.jpg	1	88	66	FOODPCT_Images/0065.jpg	10	100	83	FOODPCT_Images/0373.jpg	z	1.38398710032925
1	39	FOODPCT_Images/0202.jpg	100	34	18	FOODPCT_Images/0567.jpg	82	70	71	FOODPCT_Images/0202.jpg	z	0.721240800339729
1	40	FOODPCT_Images/0841.jpg	28	85	63	FOODPCT_Images/0273.jpg	100	68	40	FOODPCT_Images/0841.jpg	z	0.626372899860144
1	41	FOODPCT_Images/0515.jpg	92	82	81	FOODPCT_Images/0614.jpg	81	39	39	FOODPCT_Images/0614.jpg	m	0.654428700450808
1	42	FOODPCT_Images/0805.jpg	90	18	10	FOODPCT_Images/0766.jpg	99	9	36	FOODPCT_Images/0766.jpg	m	0.593713000416756
1	43	FOODPCT_Images/0373.jpg	1	88	66	FOODPCT_Images/0478.jpg	100	100	100	FOODPCT_Images/0478.jpg	m	0.57099450007081
1	44	FOODPCT_Images/0319.jpg	70	70	70	FOODPCT_Images/0827.jpg	100	81	82	FOODPCT_Images/0827.jpg	m	1.45005200011656
1	45	FOODPCT_Images/0202.jpg	100	34	18	FOODPCT_Images/0319.jpg	70	70	70	FOODPCT_Images/0202.jpg	z	0.863136100582778
1	46	FOODPCT_Images/0515.jpg	92	82	81	FOODPCT_Images/0004.jpg	8	9	11	FOODPCT_Images/0515.jpg	z	0.869109200313687
1	47	FOODPCT_Images/0713.jpg	9	6	6	FOODPCT_Images/0196.jpg	100	60	59	FOODPCT_Images/0196.jpg	m	0.827795899938792
1	48	FOODPCT_Images/0004.jpg	8	9	11	FOODPCT_Images/0905.jpg	42	1	1	FOODPCT_Images/0905.jpg	m	1.52150209993124
1	49	FOODPCT_Images/0766.jpg	99	9	36	FOODPCT_Images/0065.jpg	10	100	83	FOODPCT_Images/0766.jpg	z	1.08201650017872
1	50	FOODPCT_Images/0713.jpg	9	6	6	FOODPCT_Images/0905.jpg	42	1	1	FOODPCT_Images/0905.jpg	m	0.677690700162202
1	51	FOODPCT_Images/0515.jpg	92	82	81	FOODPCT_Images/0827.jpg	100	81	82	FOODPCT_Images/0827.jpg	m	0.582936400547624
1	52	FOODPCT_Images/0319.jpg	70	70	70	FOODPCT_Images/0805.jpg	90	18	10	FOODPCT_Images/0319.jpg	z	1.62321660015732
1	53	FOODPCT_Images/0202.jpg	100	34	18	FOODPCT_Images/0183.jpg	66	83	65	FOODPCT_Images/0202.jpg	z	0.54478029999882
1	54	FOODPCT_Images/0065.jpg	10	100	83	FOODPCT_Images/0004.jpg	8	9	11	FOODPCT_Images/0065.jpg	z	2.57369580026716
1	55	FOODPCT_Images/0827.jpg	100	81	82	FOODPCT_Images/0189.jpg	14	76	49	FOODPCT_Images/0827.jpg	z	0.858840900473297
1	56	FOODPCT_Images/0787.jpg	100	84	41	FOODPCT_Images/0705.jpg	65	67	68	FOODPCT_Images/0787.jpg	z	0.574965900275856
