onset	duration	trial_type	event_type	block	trial_total	trial_in_block	food_image_code	food_image_path	button_position	resp_position	resp_choice	choice_rt	resp_too_slow	sample	trigger
263.20703125	2	n/a	blockStart	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	134763	250
265.244140625	1	decision	trialStart	1	1	1	foodImage.47	FOODEEG_Images\0488.jpg	YN	Left	Yes	0.791701299999659	0	135806	251
266.29296875	2	decision	foodImageDisplay	1	1	1	foodImage.47	FOODEEG_Images\0488.jpg	YN	Left	Yes	0.791701299999659	0	136343	252
268.357421875	0.791701299999659	decision	choicePhaseStart	1	1	1	foodImage.47	FOODEEG_Images\0488.jpg	YN	Left	Yes	0.791701299999659	0	137400	253
269.142578125	0	decision	response	1	1	1	foodImage.47	FOODEEG_Images\0488.jpg	YN	Left	Yes	0.791701299999659	0	137802	234
270.228515625	1	health	trialStart	1	2	2	foodImage.98	FOODEEG_Images\0906.jpg	YN	Left	Yes	1.11031169999933	0	138358	251
271.279296875	2	health	foodImageDisplay	1	2	2	foodImage.98	FOODEEG_Images\0906.jpg	YN	Left	Yes	1.11031169999933	0	138896	252
273.3515625	1.11031169999933	health	choicePhaseStart	1	2	2	foodImage.98	FOODEEG_Images\0906.jpg	YN	Left	Yes	1.11031169999933	0	139957	253
274.453125	0	health	response	1	2	2	foodImage.98	FOODEEG_Images\0906.jpg	YN	Left	Yes	1.11031169999933	0	140521	234
275.50390625	1	decision	trialStart	1	3	3	foodImage.38	FOODEEG_Images\0365.jpg	YN	Left	Yes	0.788303799999994	0	141059	251
276.544921875	2	decision	foodImageDisplay	1	3	3	foodImage.38	FOODEEG_Images\0365.jpg	YN	Left	Yes	0.788303799999994	0	141592	252
278.609375	0.788303799999994	decision	choicePhaseStart	1	3	3	foodImage.38	FOODEEG_Images\0365.jpg	YN	Left	Yes	0.788303799999994	0	142649	253
279.388671875	0	decision	response	1	3	3	foodImage.38	FOODEEG_Images\0365.jpg	YN	Left	Yes	0.788303799999994	0	143048	234
280.4296875	1	decision	trialStart	1	4	4	foodImage.55	FOODEEG_Images\0567.jpg	YN	Left	Yes	1.12482310000087	0	143581	251
281.48828125	2	decision	foodImageDisplay	1	4	4	foodImage.55	FOODEEG_Images\0567.jpg	YN	Left	Yes	1.12482310000087	0	144123	252
283.552734375	1.12482310000087	decision	choicePhaseStart	1	4	4	foodImage.55	FOODEEG_Images\0567.jpg	YN	Left	Yes	1.12482310000087	0	145180	253
284.669921875	0	decision	response	1	4	4	foodImage.55	FOODEEG_Images\0567.jpg	YN	Left	Yes	1.12482310000087	0	145752	234
285.712890625	1	health	trialStart	1	5	5	foodImage.85	FOODEEG_Images\0841.jpg	YN	Left	Yes	1.25736469999993	0	146286	251
286.77734375	2	health	foodImageDisplay	1	5	5	foodImage.85	FOODEEG_Images\0841.jpg	YN	Left	Yes	1.25736469999993	0	146831	252
288.84375	1.25736469999993	health	choicePhaseStart	1	5	5	foodImage.85	FOODEEG_Images\0841.jpg	YN	Left	Yes	1.25736469999993	0	147889	253
290.09375	0	health	response	1	5	5	foodImage.85	FOODEEG_Images\0841.jpg	YN	Left	Yes	1.25736469999993	0	148529	234
291.14453125	1	taste	trialStart	1	6	6	foodImage.81	FOODEEG_Images\0797.jpg	NY	Left	No	0.870962800000598	0	149067	251
292.203125	2	taste	foodImageDisplay	1	6	6	foodImage.81	FOODEEG_Images\0797.jpg	NY	Left	No	0.870962800000598	0	149609	252
294.26953125	0.870962800000598	taste	choicePhaseStart	1	6	6	foodImage.81	FOODEEG_Images\0797.jpg	NY	Left	No	0.870962800000598	0	150667	253
295.1328125	0	taste	response	1	6	6	foodImage.81	FOODEEG_Images\0797.jpg	NY	Left	No	0.870962800000598	0	151109	234
296.173828125	1	decision	trialStart	1	7	7	foodImage.12	FOODEEG_Images\0181.jpg	YN	Right	No	0.674818700000287	0	151642	251
297.21875	2	decision	foodImageDisplay	1	7	7	foodImage.12	FOODEEG_Images\0181.jpg	YN	Right	No	0.674818700000287	0	152177	252
299.283203125	0.674818700000287	decision	choicePhaseStart	1	7	7	foodImage.12	FOODEEG_Images\0181.jpg	YN	Right	No	0.674818700000287	0	153234	253
299.94921875	0	decision	response	1	7	7	foodImage.12	FOODEEG_Images\0181.jpg	YN	Right	No	0.674818700000287	0	153575	235
300.990234375	1	taste	trialStart	1	8	8	foodImage.113	FOODEEG_Images\0921.jpg	YN	Right	No	0.751259399999981	0	154108	251
302.03125	2	taste	foodImageDisplay	1	8	8	foodImage.113	FOODEEG_Images\0921.jpg	YN	Right	No	0.751259399999981	0	154641	252
304.099609375	0.751259399999981	taste	choicePhaseStart	1	8	8	foodImage.113	FOODEEG_Images\0921.jpg	YN	Right	No	0.751259399999981	0	155700	253
304.84375	0	taste	response	1	8	8	foodImage.113	FOODEEG_Images\0921.jpg	YN	Right	No	0.751259399999981	0	156081	235
305.890625	1	health	trialStart	1	9	9	foodImage.63	FOODEEG_Images\0645.jpg	YN	Left	Yes	0.427983399999903	0	156617	251
306.935546875	2	health	foodImageDisplay	1	9	9	foodImage.63	FOODEEG_Images\0645.jpg	YN	Left	Yes	0.427983399999903	0	157152	252
309	0.427983399999903	health	choicePhaseStart	1	9	9	foodImage.63	FOODEEG_Images\0645.jpg	YN	Left	Yes	0.427983399999903	0	158209	253
309.419921875	0	health	response	1	9	9	foodImage.63	FOODEEG_Images\0645.jpg	YN	Left	Yes	0.427983399999903	0	158424	234
310.4609375	1	health	trialStart	1	10	10	foodImage.2	FOODEEG_Images\0028.jpg	YN	Right	No	1.89058080000086	0	158957	251
311.505859375	2	health	foodImageDisplay	1	10	10	foodImage.2	FOODEEG_Images\0028.jpg	YN	Right	No	1.89058080000086	0	159492	252
313.5703125	1.89058080000086	health	choicePhaseStart	1	10	10	foodImage.2	FOODEEG_Images\0028.jpg	YN	Right	No	1.89058080000086	0	160549	253
315.451171875	0	health	response	1	10	10	foodImage.2	FOODEEG_Images\0028.jpg	YN	Right	No	1.89058080000086	0	161512	235
316.4921875	1	taste	trialStart	1	11	11	foodImage.57	FOODEEG_Images\0587.jpg	NY	Left	No	1.28102229999968	0	162045	251
317.537109375	2	taste	foodImageDisplay	1	11	11	foodImage.57	FOODEEG_Images\0587.jpg	NY	Left	No	1.28102229999968	0	162580	252
319.6015625	1.28102229999968	taste	choicePhaseStart	1	11	11	foodImage.57	FOODEEG_Images\0587.jpg	NY	Left	No	1.28102229999968	0	163637	253
320.875	0	taste	response	1	11	11	foodImage.57	FOODEEG_Images\0587.jpg	NY	Left	No	1.28102229999968	0	164289	234
321.916015625	1	taste	trialStart	1	12	12	foodImage.35	FOODEEG_Images\0350.jpg	YN	Left	Yes	0.599168600000667	0	164822	251
322.95703125	2	taste	foodImageDisplay	1	12	12	foodImage.35	FOODEEG_Images\0350.jpg	YN	Left	Yes	0.599168600000667	0	165355	252
325.021484375	0.599168600000667	taste	choicePhaseStart	1	12	12	foodImage.35	FOODEEG_Images\0350.jpg	YN	Left	Yes	0.599168600000667	0	166412	253
325.611328125	0	taste	response	1	12	12	foodImage.35	FOODEEG_Images\0350.jpg	YN	Left	Yes	0.599168600000667	0	166714	234
326.654296875	1	health	trialStart	1	13	13	foodImage.89	FOODEEG_Images\0881.jpg	NY	Right	Yes	0.593419299999368	0	167248	251
327.712890625	2	health	foodImageDisplay	1	13	13	foodImage.89	FOODEEG_Images\0881.jpg	NY	Right	Yes	0.593419299999368	0	167790	252
329.77734375	0.593419299999368	health	choicePhaseStart	1	13	13	foodImage.89	FOODEEG_Images\0881.jpg	NY	Right	Yes	0.593419299999368	0	168847	253
330.36328125	0	health	response	1	13	13	foodImage.89	FOODEEG_Images\0881.jpg	NY	Right	Yes	0.593419299999368	0	169147	235
331.404296875	1	decision	trialStart	1	14	14	foodImage.100	FOODEEG_Images\0908.jpg	NY	Left	No	0.73423400000047	0	169680	251
332.443359375	2	decision	foodImageDisplay	1	14	14	foodImage.100	FOODEEG_Images\0908.jpg	NY	Left	No	0.73423400000047	0	170212	252
334.513671875	0.73423400000047	decision	choicePhaseStart	1	14	14	foodImage.100	FOODEEG_Images\0908.jpg	NY	Left	No	0.73423400000047	0	171272	253
335.2421875	0	decision	response	1	14	14	foodImage.100	FOODEEG_Images\0908.jpg	NY	Left	No	0.73423400000047	0	171645	234
336.283203125	1	taste	trialStart	1	15	15	foodImage.48	FOODEEG_Images\0494.jpg	YN	Left	Yes	1.64784950000012	0	172178	251
337.328125	2	taste	foodImageDisplay	1	15	15	foodImage.48	FOODEEG_Images\0494.jpg	YN	Left	Yes	1.64784950000012	0	172713	252
339.392578125	1.64784950000012	taste	choicePhaseStart	1	15	15	foodImage.48	FOODEEG_Images\0494.jpg	YN	Left	Yes	1.64784950000012	0	173770	253
341.03515625	0	taste	response	1	15	15	foodImage.48	FOODEEG_Images\0494.jpg	YN	Left	Yes	1.64784950000012	0	174611	234
342.078125	1	health	trialStart	1	16	16	foodImage.104	FOODEEG_Images\0912.jpg	YN	Left	Yes	0.874252499999784	0	175145	251
343.12109375	2	health	foodImageDisplay	1	16	16	foodImage.104	FOODEEG_Images\0912.jpg	YN	Left	Yes	0.874252499999784	0	175679	252
345.185546875	0.874252499999784	health	choicePhaseStart	1	16	16	foodImage.104	FOODEEG_Images\0912.jpg	YN	Left	Yes	0.874252499999784	0	176736	253
346.05078125	0	health	response	1	16	16	foodImage.104	FOODEEG_Images\0912.jpg	YN	Left	Yes	0.874252499999784	0	177179	234
