blockType	blockInstructions	blockNo	trialNoPerBlock	stimPath	stimType	stimRating	stimStatus	respCorrect	respKey	respOutcome	respRT
tasteRev	Go = not tasty    No-go = tasty	0	0	FOODGNG_Images/0796.jpg	tasty	100	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	1	FOODGNG_Images/0878.jpg	tasty	100	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	2	FOODGNG_Images/0907.jpg	not tasty	5	Go	space	space	1	0.433589600026608
tasteRev	Go = not tasty    No-go = tasty	0	3	FOODGNG_Images/0918.jpg	not tasty	30	Go	space	space	1	0.546797499991953
tasteRev	Go = not tasty    No-go = tasty	0	4	FOODGNG_Images/0234.jpg	tasty	100	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	5	FOODGNG_Images/0905.jpg	not tasty	20	Go	space	space	1	0.694294499699026
tasteRev	Go = not tasty    No-go = tasty	0	6	FOODGNG_Images/0909.jpg	not tasty	20	Go	space	space	1	0.871880299411714
tasteRev	Go = not tasty    No-go = tasty	0	7	FOODGNG_Images/0911.jpg	not tasty	5	Go	space	space	1	0.647286899853498
tasteRev	Go = not tasty    No-go = tasty	0	8	FOODGNG_Images/0282.jpg	tasty	100	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	9	FOODGNG_Images/0909.jpg	not tasty	20	Go	space	space	1	0.624205799773335
tasteRev	Go = not tasty    No-go = tasty	0	10	FOODGNG_Images/0907.jpg	not tasty	5	Go	space	space	1	0.625417599920183
tasteRev	Go = not tasty    No-go = tasty	0	11	FOODGNG_Images/0925.jpg	not tasty	30	Go	space	space	1	0.532929999753833
tasteRev	Go = not tasty    No-go = tasty	0	12	FOODGNG_Images/0907.jpg	not tasty	5	Go	space	space	1	0.672617699950933
tasteRev	Go = not tasty    No-go = tasty	0	13	FOODGNG_Images/0928.jpg	not tasty	25	Go	space	space	1	0.557451299857348
tasteRev	Go = not tasty    No-go = tasty	0	14	FOODGNG_Images/0905.jpg	not tasty	20	Go	space	space	1	0.452637799549848
tasteRev	Go = not tasty    No-go = tasty	0	15	FOODGNG_Images/0924.jpg	not tasty	15	Go	space	space	1	0.434735999442637
tasteRev	Go = not tasty    No-go = tasty	0	16	FOODGNG_Images/0181.jpg	tasty	100	NoGo	None	space	0	0.521644699852914
tasteRev	Go = not tasty    No-go = tasty	0	17	FOODGNG_Images/0920.jpg	not tasty	25	Go	space	space	1	0.656442899722606
tasteRev	Go = not tasty    No-go = tasty	0	18	FOODGNG_Images/0918.jpg	not tasty	30	Go	space	space	1	0.567857799585909
tasteRev	Go = not tasty    No-go = tasty	0	19	FOODGNG_Images/0919.jpg	not tasty	30	Go	space	space	1	0.603914299979806
tasteRev	Go = not tasty    No-go = tasty	0	20	FOODGNG_Images/0925.jpg	not tasty	30	Go	space	space	1	0.579203999601305
tasteRev	Go = not tasty    No-go = tasty	0	21	FOODGNG_Images/0911.jpg	not tasty	5	Go	space	space	1	0.544135699979961
tasteRev	Go = not tasty    No-go = tasty	0	22	FOODGNG_Images/0920.jpg	not tasty	25	Go	space	space	1	0.605076699983329
tasteRev	Go = not tasty    No-go = tasty	0	23	FOODGNG_Images/0907.jpg	not tasty	5	Go	space	space	1	0.703630299773067
tasteRev	Go = not tasty    No-go = tasty	0	24	FOODGNG_Images/0640.jpg	tasty	100	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	25	FOODGNG_Images/0794.jpg	tasty	100	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	26	FOODGNG_Images/0920.jpg	not tasty	25	Go	space	space	1	0.572937699500471
tasteRev	Go = not tasty    No-go = tasty	0	27	FOODGNG_Images/0905.jpg	not tasty	20	Go	space	space	1	0.470568999648094
tasteRev	Go = not tasty    No-go = tasty	0	28	FOODGNG_Images/0920.jpg	not tasty	25	Go	space	space	1	0.413127799984068
tasteRev	Go = not tasty    No-go = tasty	0	29	FOODGNG_Images/0924.jpg	not tasty	15	Go	space	space	1	0.460143899545074
tasteRev	Go = not tasty    No-go = tasty	0	30	FOODGNG_Images/0046.jpg	tasty	100	NoGo	None	None	1	NaN
