blockType	blockInstructions	blockNo	trialNoPerBlock	stimPath	stimType	stimRating	stimStatus	respCorrect	respKey	respOutcome	respRT
tasteRev	Go = not tasty    No-go = tasty	0	0	FOODGNG_Images/0928.jpg	not tasty	52	Go	space	None	0	NaN
tasteRev	Go = not tasty    No-go = tasty	0	1	FOODGNG_Images/0830.jpg	tasty	100	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	2	FOODGNG_Images/0339.jpg	not tasty	33	Go	space	space	1	0.837010100003681
tasteRev	Go = not tasty    No-go = tasty	0	3	FOODGNG_Images/0903.jpg	not tasty	10	Go	space	space	1	0.771424499995192
tasteRev	Go = not tasty    No-go = tasty	0	4	FOODGNG_Images/0339.jpg	not tasty	33	Go	space	space	1	0.711696899990784
tasteRev	Go = not tasty    No-go = tasty	0	5	FOODGNG_Images/0928.jpg	not tasty	52	Go	space	space	1	0.764776700001676
tasteRev	Go = not tasty    No-go = tasty	0	6	FOODGNG_Images/0607.jpg	not tasty	0	Go	space	space	1	0.653022800004692
tasteRev	Go = not tasty    No-go = tasty	0	7	FOODGNG_Images/0676.jpg	not tasty	50	Go	space	space	1	0.65767240000423
tasteRev	Go = not tasty    No-go = tasty	0	8	FOODGNG_Images/0138.jpg	not tasty	31	Go	space	space	1	0.618404499997268
tasteRev	Go = not tasty    No-go = tasty	0	9	FOODGNG_Images/0658.jpg	not tasty	4	Go	space	space	1	0.553244599999744
tasteRev	Go = not tasty    No-go = tasty	0	10	FOODGNG_Images/0607.jpg	not tasty	0	Go	space	space	1	0.472311000004993
tasteRev	Go = not tasty    No-go = tasty	0	11	FOODGNG_Images/0113.jpg	not tasty	48	Go	space	space	1	0.598080800002208
tasteRev	Go = not tasty    No-go = tasty	0	12	FOODGNG_Images/0916.jpg	not tasty	48	Go	space	space	1	0.517821100002038
tasteRev	Go = not tasty    No-go = tasty	0	13	FOODGNG_Images/0409.jpg	tasty	100	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	14	FOODGNG_Images/0189.jpg	not tasty	24	Go	space	space	1	0.526085699995747
tasteRev	Go = not tasty    No-go = tasty	0	15	FOODGNG_Images/0676.jpg	not tasty	50	Go	space	space	1	0.497602200004621
tasteRev	Go = not tasty    No-go = tasty	0	16	FOODGNG_Images/0766.jpg	tasty	100	NoGo	None	space	0	0.50722329999553
tasteRev	Go = not tasty    No-go = tasty	0	17	FOODGNG_Images/0645.jpg	not tasty	51	Go	space	None	0	NaN
tasteRev	Go = not tasty    No-go = tasty	0	18	FOODGNG_Images/0916.jpg	not tasty	48	Go	space	space	1	0.862015099992277
tasteRev	Go = not tasty    No-go = tasty	0	19	FOODGNG_Images/0183.jpg	tasty	97	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	20	FOODGNG_Images/0586.jpg	not tasty	45	Go	space	None	0	NaN
tasteRev	Go = not tasty    No-go = tasty	0	21	FOODGNG_Images/0900.jpg	not tasty	51	Go	space	space	1	1.24950560000434
tasteRev	Go = not tasty    No-go = tasty	0	22	FOODGNG_Images/0607.jpg	not tasty	0	Go	space	space	1	0.70579199999338
tasteRev	Go = not tasty    No-go = tasty	0	23	FOODGNG_Images/0479.jpg	tasty	97	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	24	FOODGNG_Images/0113.jpg	not tasty	48	Go	space	space	1	0.731317300000228
tasteRev	Go = not tasty    No-go = tasty	0	25	FOODGNG_Images/0900.jpg	not tasty	51	Go	space	space	1	0.709407700007432
tasteRev	Go = not tasty    No-go = tasty	0	26	FOODGNG_Images/0319.jpg	tasty	95	NoGo	None	None	1	NaN
