blockType	blockInstructions	blockNo	trialNoPerBlock	stimPath	stimType	stimRating	stimStatus	respCorrect	respKey	respOutcome	respRT
tasteRev	Go = not tasty    No-go = tasty	0	0	FOODGNG_Images/0921.jpg	not tasty	0	Go	space	space	1	0.716802099952474
tasteRev	Go = not tasty    No-go = tasty	0	1	FOODGNG_Images/0927.jpg	not tasty	0	Go	space	space	1	0.629796799970791
tasteRev	Go = not tasty    No-go = tasty	0	2	FOODGNG_Images/0910.jpg	not tasty	0	Go	space	space	1	0.480922500020824
tasteRev	Go = not tasty    No-go = tasty	0	3	FOODGNG_Images/0928.jpg	not tasty	0	Go	space	space	1	0.477155999979004
tasteRev	Go = not tasty    No-go = tasty	0	4	FOODGNG_Images/0065.jpg	tasty	87	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	5	FOODGNG_Images/0928.jpg	not tasty	0	Go	space	space	1	0.548114300007001
tasteRev	Go = not tasty    No-go = tasty	0	6	FOODGNG_Images/0922.jpg	not tasty	0	Go	space	space	1	0.503381200018339
tasteRev	Go = not tasty    No-go = tasty	0	7	FOODGNG_Images/0478.jpg	tasty	92	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	8	FOODGNG_Images/0911.jpg	not tasty	0	Go	space	space	1	0.495383900008164
tasteRev	Go = not tasty    No-go = tasty	0	9	FOODGNG_Images/0918.jpg	not tasty	0	Go	space	space	1	0.495521700009704
tasteRev	Go = not tasty    No-go = tasty	0	10	FOODGNG_Images/0907.jpg	not tasty	0	Go	space	space	1	0.450674499967135
tasteRev	Go = not tasty    No-go = tasty	0	11	FOODGNG_Images/0911.jpg	not tasty	0	Go	space	space	1	0.482045199954882
tasteRev	Go = not tasty    No-go = tasty	0	12	FOODGNG_Images/0917.jpg	not tasty	0	Go	space	space	1	0.572719599935226
tasteRev	Go = not tasty    No-go = tasty	0	13	FOODGNG_Images/0927.jpg	not tasty	0	Go	space	space	1	0.449597600032575
tasteRev	Go = not tasty    No-go = tasty	0	14	FOODGNG_Images/0900.jpg	not tasty	0	Go	space	space	1	0.395513999974355
tasteRev	Go = not tasty    No-go = tasty	0	15	FOODGNG_Images/0924.jpg	not tasty	0	Go	space	space	1	0.386525499983691
tasteRev	Go = not tasty    No-go = tasty	0	16	FOODGNG_Images/0927.jpg	not tasty	0	Go	space	space	1	0.538766800076701
tasteRev	Go = not tasty    No-go = tasty	0	17	FOODGNG_Images/0910.jpg	not tasty	0	Go	space	space	1	0.400563800008968
tasteRev	Go = not tasty    No-go = tasty	0	18	FOODGNG_Images/0928.jpg	not tasty	0	Go	space	space	1	0.418326000100933
tasteRev	Go = not tasty    No-go = tasty	0	19	FOODGNG_Images/0911.jpg	not tasty	0	Go	space	space	1	0.325694800005294
tasteRev	Go = not tasty    No-go = tasty	0	20	FOODGNG_Images/0918.jpg	not tasty	0	Go	space	space	1	0.386632999987341
tasteRev	Go = not tasty    No-go = tasty	0	21	FOODGNG_Images/0917.jpg	not tasty	0	Go	space	space	1	0.336742900079116
tasteRev	Go = not tasty    No-go = tasty	0	22	FOODGNG_Images/0920.jpg	not tasty	0	Go	space	space	1	0.393283799989149
tasteRev	Go = not tasty    No-go = tasty	0	23	FOODGNG_Images/0924.jpg	not tasty	0	Go	space	space	1	0.401286999927834
tasteRev	Go = not tasty    No-go = tasty	0	24	FOODGNG_Images/0927.jpg	not tasty	0	Go	space	space	1	0.462845099973492
tasteRev	Go = not tasty    No-go = tasty	0	25	FOODGNG_Images/0373.jpg	tasty	89	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	26	FOODGNG_Images/0830.jpg	tasty	90	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	27	FOODGNG_Images/0922.jpg	not tasty	0	Go	space	space	1	0.535414699930698
tasteRev	Go = not tasty    No-go = tasty	0	28	FOODGNG_Images/0918.jpg	not tasty	0	Go	space	space	1	0.53838809998706
tasteRev	Go = not tasty    No-go = tasty	0	29	FOODGNG_Images/0926.jpg	not tasty	0	Go	space	space	1	0.597406599903479
tasteRev	Go = not tasty    No-go = tasty	0	30	FOODGNG_Images/0794.jpg	tasty	87	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	31	FOODGNG_Images/0881.jpg	tasty	95	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	32	FOODGNG_Images/0901.jpg	not tasty	0	Go	space	space	1	0.620893600047566
tasteRev	Go = not tasty    No-go = tasty	0	33	FOODGNG_Images/0922.jpg	not tasty	0	Go	space	space	1	0.494557500001974
tasteRev	Go = not tasty    No-go = tasty	0	34	FOODGNG_Images/0234.jpg	tasty	100	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	35	FOODGNG_Images/0900.jpg	not tasty	0	Go	space	space	1	0.559992399998009
tasteRev	Go = not tasty    No-go = tasty	0	36	FOODGNG_Images/0910.jpg	not tasty	0	Go	space	space	1	0.607663400005549
tasteRev	Go = not tasty    No-go = tasty	0	37	FOODGNG_Images/0923.jpg	not tasty	0	Go	space	space	1	0.501227500033565
tasteRev	Go = not tasty    No-go = tasty	0	38	FOODGNG_Images/0920.jpg	not tasty	0	Go	space	space	1	0.54907299997285
tasteRev	Go = not tasty    No-go = tasty	0	39	FOODGNG_Images/0827.jpg	tasty	88	NoGo	None	None	1	NaN
tasteRev	Go = not tasty    No-go = tasty	0	40	FOODGNG_Images/0901.jpg	not tasty	0	Go	space	space	1	0.590426200069487
tasteRev	Go = not tasty    No-go = tasty	0	41	FOODGNG_Images/0923.jpg	not tasty	0	Go	space	space	1	0.42181939992588
tasteRev	Go = not tasty    No-go = tasty	0	42	FOODGNG_Images/0926.jpg	not tasty	0	Go	space	space	1	0.489151800051332
tasteRev	Go = not tasty    No-go = tasty	0	43	FOODGNG_Images/0900.jpg	not tasty	0	Go	space	space	1	0.435656200046651
