onset	duration	trial_type	event_type	block	trial_total	trial_in_block	food_image_code	food_image_path	button_position	resp_position	resp_choice	choice_rt	resp_too_slow	sample	trigger
252.1484375	2	n/a	blockStart	1	n/a	n/a	n/a		n/a	n/a	n/a	n/a	n/a	129101	250
254.185546875	1	decision	trialStart	1	1	1	foodImage.98	FOODEEG_Images\0906.jpg	NY	Left	No	1.11659019999206	0	130144	251
255.23046875	2	decision	foodImageDisplay	1	1	1	foodImage.98	FOODEEG_Images\0906.jpg	NY	Left	No	1.11659019999206	0	130679	252
257.296875	1.11659019999206	decision	choicePhaseStart	1	1	1	foodImage.98	FOODEEG_Images\0906.jpg	NY	Left	No	1.11659019999206	0	131737	253
258.40625	0	decision	response	1	1	1	foodImage.98	FOODEEG_Images\0906.jpg	NY	Left	No	1.11659019999206	0	132305	234
259.533203125	1	decision	trialStart	1	2	2	foodImage.4	FOODEEG_Images\0065.jpg	YN	Left	Yes	0.847120100050233	0	132882	251
260.591796875	2	decision	foodImageDisplay	1	2	2	foodImage.4	FOODEEG_Images\0065.jpg	YN	Left	Yes	0.847120100050233	0	133424	252
262.654296875	0.847120100050233	decision	choicePhaseStart	1	2	2	foodImage.4	FOODEEG_Images\0065.jpg	YN	Left	Yes	0.847120100050233	0	134480	253
263.494140625	0	decision	response	1	2	2	foodImage.4	FOODEEG_Images\0065.jpg	YN	Left	Yes	0.847120100050233	0	134910	234
264.544921875	1	taste	trialStart	1	3	3	foodImage.8	FOODEEG_Images\0136.jpg	NY	Right	Yes	2.78939350007568	0	135448	251
265.587890625	2	taste	foodImageDisplay	1	3	3	foodImage.8	FOODEEG_Images\0136.jpg	NY	Right	Yes	2.78939350007568	0	135982	252
267.65234375	2.78939350007568	taste	choicePhaseStart	1	3	3	foodImage.8	FOODEEG_Images\0136.jpg	NY	Right	Yes	2.78939350007568	0	137039	253
270.4375	0	taste	response	1	3	3	foodImage.8	FOODEEG_Images\0136.jpg	NY	Right	Yes	2.78939350007568	0	138465	235
271.478515625	1	taste	trialStart	1	4	4	foodImage.90	FOODEEG_Images\0890.jpg	NY	Right	Yes	0.788635300006717	0	138998	251
272.53515625	2	taste	foodImageDisplay	1	4	4	foodImage.90	FOODEEG_Images\0890.jpg	NY	Right	Yes	0.788635300006717	0	139539	252
274.59765625	0.788635300006717	taste	choicePhaseStart	1	4	4	foodImage.90	FOODEEG_Images\0890.jpg	NY	Right	Yes	0.788635300006717	0	140595	253
275.380859375	0	taste	response	1	4	4	foodImage.90	FOODEEG_Images\0890.jpg	NY	Right	Yes	0.788635300006717	0	140996	235
276.423828125	1	taste	trialStart	1	5	5	foodImage.36	FOODEEG_Images\0352.jpg	NY	Right	Yes	0.819983300054446	0	141530	251
277.490234375	2	taste	foodImageDisplay	1	5	5	foodImage.36	FOODEEG_Images\0352.jpg	NY	Right	Yes	0.819983300054446	0	142076	252
279.5546875	0.819983300054446	taste	choicePhaseStart	1	5	5	foodImage.36	FOODEEG_Images\0352.jpg	NY	Right	Yes	0.819983300054446	0	143133	253
280.365234375	0	taste	response	1	5	5	foodImage.36	FOODEEG_Images\0352.jpg	NY	Right	Yes	0.819983300054446	0	143548	235
281.41796875	1	health	trialStart	1	6	6	foodImage.120	FOODEEG_Images\0928.jpg	YN	Right	No	1.31512739998288	0	144087	251
282.458984375	2	health	foodImageDisplay	1	6	6	foodImage.120	FOODEEG_Images\0928.jpg	YN	Right	No	1.31512739998288	0	144620	252
284.521484375	1.31512739998288	health	choicePhaseStart	1	6	6	foodImage.120	FOODEEG_Images\0928.jpg	YN	Right	No	1.31512739998288	0	145676	253
285.828125	0	health	response	1	6	6	foodImage.120	FOODEEG_Images\0928.jpg	YN	Right	No	1.31512739998288	0	146345	235
286.87109375	1	decision	trialStart	1	7	7	foodImage.21	FOODEEG_Images\0234.jpg	YN	Right	No	0.680698200012557	0	146879	251
287.927734375	2	decision	foodImageDisplay	1	7	7	foodImage.21	FOODEEG_Images\0234.jpg	YN	Right	No	0.680698200012557	0	147420	252
289.9921875	0.680698200012557	decision	choicePhaseStart	1	7	7	foodImage.21	FOODEEG_Images\0234.jpg	YN	Right	No	0.680698200012557	0	148477	253
290.66796875	0	decision	response	1	7	7	foodImage.21	FOODEEG_Images\0234.jpg	YN	Right	No	0.680698200012557	0	148823	235
291.712890625	1	taste	trialStart	1	8	8	foodImage.58	FOODEEG_Images\0605.jpg	YN	Left	Yes	1.33090559998527	0	149358	251
292.794921875	2	taste	foodImageDisplay	1	8	8	foodImage.58	FOODEEG_Images\0605.jpg	YN	Left	Yes	1.33090559998527	0	149912	252
294.857421875	1.33090559998527	taste	choicePhaseStart	1	8	8	foodImage.58	FOODEEG_Images\0605.jpg	YN	Left	Yes	1.33090559998527	0	150968	253
296.1796875	0	taste	response	1	8	8	foodImage.58	FOODEEG_Images\0605.jpg	YN	Left	Yes	1.33090559998527	0	151645	234
297.22265625	1	taste	trialStart	1	9	9	foodImage.44	FOODEEG_Images\0459.jpg	NY	Right	Yes	0.682412599911913	0	152179	251
298.271484375	2	taste	foodImageDisplay	1	9	9	foodImage.44	FOODEEG_Images\0459.jpg	NY	Right	Yes	0.682412599911913	0	152716	252
300.3359375	0.682412599911913	taste	choicePhaseStart	1	9	9	foodImage.44	FOODEEG_Images\0459.jpg	NY	Right	Yes	0.682412599911913	0	153773	253
301.01171875	0	taste	response	1	9	9	foodImage.44	FOODEEG_Images\0459.jpg	NY	Right	Yes	0.682412599911913	0	154119	235
302.0546875	1	health	trialStart	1	10	10	foodImage.34	FOODEEG_Images\0339.jpg	NY	Left	No	0.63474310003221	0	154653	251
303.115234375	2	health	foodImageDisplay	1	10	10	foodImage.34	FOODEEG_Images\0339.jpg	NY	Left	No	0.63474310003221	0	155196	252
305.177734375	0.63474310003221	health	choicePhaseStart	1	10	10	foodImage.34	FOODEEG_Images\0339.jpg	NY	Left	No	0.63474310003221	0	156252	253
305.802734375	0	health	response	1	10	10	foodImage.34	FOODEEG_Images\0339.jpg	NY	Left	No	0.63474310003221	0	156572	234
306.853515625	1	taste	trialStart	1	11	11	foodImage.4	FOODEEG_Images\0065.jpg	NY	Right	Yes	0.831104999990202	0	157110	251
307.91015625	2	taste	foodImageDisplay	1	11	11	foodImage.4	FOODEEG_Images\0065.jpg	NY	Right	Yes	0.831104999990202	0	157651	252
309.97265625	0.831104999990202	taste	choicePhaseStart	1	11	11	foodImage.4	FOODEEG_Images\0065.jpg	NY	Right	Yes	0.831104999990202	0	158707	253
310.794921875	0	taste	response	1	11	11	foodImage.4	FOODEEG_Images\0065.jpg	NY	Right	Yes	0.831104999990202	0	159128	235
311.837890625	1	health	trialStart	1	12	12	foodImage.79	FOODEEG_Images\0794.jpg	NY	Right	Yes	0.792946100002155	0	159662	251
312.8828125	2	health	foodImageDisplay	1	12	12	foodImage.79	FOODEEG_Images\0794.jpg	NY	Right	Yes	0.792946100002155	0	160197	252
314.947265625	0.792946100002155	health	choicePhaseStart	1	12	12	foodImage.79	FOODEEG_Images\0794.jpg	NY	Right	Yes	0.792946100002155	0	161254	253
315.73046875	0	health	response	1	12	12	foodImage.79	FOODEEG_Images\0794.jpg	NY	Right	Yes	0.792946100002155	0	161655	235
316.775390625	1	decision	trialStart	1	13	13	foodImage.1	FOODEEG_Images\0004.jpg	NY	Right	Yes	0.703049400006421	0	162190	251
317.818359375	2	decision	foodImageDisplay	1	13	13	foodImage.1	FOODEEG_Images\0004.jpg	NY	Right	Yes	0.703049400006421	0	162724	252
319.880859375	0.703049400006421	decision	choicePhaseStart	1	13	13	foodImage.1	FOODEEG_Images\0004.jpg	NY	Right	Yes	0.703049400006421	0	163780	253
320.578125	0	decision	response	1	13	13	foodImage.1	FOODEEG_Images\0004.jpg	NY	Right	Yes	0.703049400006421	0	164137	235
321.62109375	1	health	trialStart	1	14	14	foodImage.53	FOODEEG_Images\0547.jpg	NY	Left	No	0.734700500033796	0	164671	251
322.677734375	2	health	foodImageDisplay	1	14	14	foodImage.53	FOODEEG_Images\0547.jpg	NY	Left	No	0.734700500033796	0	165212	252
324.740234375	0.734700500033796	health	choicePhaseStart	1	14	14	foodImage.53	FOODEEG_Images\0547.jpg	NY	Left	No	0.734700500033796	0	166268	253
