blockNo	trialNoPerBlock	stim1_path	stim1_healthRating	stim1_tasteRating	stim1_willingToEatRating	stim2_path	stim2_healthRating	stim2_tasteRating	stim2_willingToEatRating	stimChosen_path	respKey	respRT
0	0	FOODPCT_Images/0717.jpg	50	50	50	FOODPCT_Images/0136.jpg	10	90	50	FOODPCT_Images/0717.jpg	z	3.34118899999885
0	1	FOODPCT_Images/0844.jpg	10	100	50	FOODPCT_Images/0796.jpg	100	100	100	FOODPCT_Images/0844.jpg	z	2.44789739999396
0	2	FOODPCT_Images/0713.jpg	10	100	50	FOODPCT_Images/0752.jpg	100	100	100	FOODPCT_Images/0713.jpg	z	5.20766510000976
0	3	FOODPCT_Images/0367.jpg	10	100	50	FOODPCT_Images/0713.jpg	10	100	50	FOODPCT_Images/0713.jpg	m	5.75431029999163
0	4	FOODPCT_Images/0560.jpg	100	100	100	FOODPCT_Images/0685.jpg	50	100	100	FOODPCT_Images/0685.jpg	m	1.19897950001177
0	5	FOODPCT_Images/0113.jpg	1	100	50	FOODPCT_Images/0145.jpg	80	100	100	FOODPCT_Images/0145.jpg	m	1.70179140000255
0	6	FOODPCT_Images/0713.jpg	10	100	50	FOODPCT_Images/0560.jpg	100	100	100	FOODPCT_Images/0713.jpg	z	0.925239399992279
0	7	FOODPCT_Images/0902.jpg	10	10	0	FOODPCT_Images/0367.jpg	10	100	50	FOODPCT_Images/0367.jpg	m	1.26559279998764
0	8	FOODPCT_Images/0752.jpg	100	100	100	FOODPCT_Images/0902.jpg	10	10	0	FOODPCT_Images/0752.jpg	z	0.949940700011211
0	9	FOODPCT_Images/0365.jpg	100	100	100	FOODPCT_Images/0605.jpg	50	10	10	FOODPCT_Images/0365.jpg	z	6.20799939999415
0	10	FOODPCT_Images/0685.jpg	50	100	100	FOODPCT_Images/0796.jpg	100	100	100	FOODPCT_Images/0685.jpg	z	0.715838899996015
0	11	FOODPCT_Images/0752.jpg	100	100	100	FOODPCT_Images/0145.jpg	80	100	100	FOODPCT_Images/0752.jpg	z	5.64879730000393
0	12	FOODPCT_Images/0717.jpg	50	50	50	FOODPCT_Images/0225.jpg	50	50	50	FOODPCT_Images/0717.jpg	z	1.65114929999982
0	13	FOODPCT_Images/0225.jpg	50	50	50	FOODPCT_Images/0113.jpg	1	100	50	FOODPCT_Images/0113.jpg	m	3.04444139999396
0	14	FOODPCT_Images/0713.jpg	10	100	50	FOODPCT_Images/0685.jpg	50	100	100	FOODPCT_Images/0685.jpg	m	0.605199600002379
0	15	FOODPCT_Images/0479.jpg	100	100	100	FOODPCT_Images/0605.jpg	50	10	10	FOODPCT_Images/0479.jpg	z	2.04653859999962
0	16	FOODPCT_Images/0234.jpg	100	100	100	FOODPCT_Images/0796.jpg	100	100	100	FOODPCT_Images/0234.jpg	z	0.770336300003692
0	17	FOODPCT_Images/0065.jpg	50	100	100	FOODPCT_Images/0367.jpg	10	100	50	FOODPCT_Images/0367.jpg	m	4.77093030000106
0	18	FOODPCT_Images/0685.jpg	50	100	100	FOODPCT_Images/0881.jpg	100	100	100	FOODPCT_Images/0685.jpg	z	1.00258500000928
0	19	FOODPCT_Images/0902.jpg	10	10	0	FOODPCT_Images/0676.jpg	10	100	50	FOODPCT_Images/0676.jpg	m	1.82290929999726
0	20	FOODPCT_Images/0367.jpg	10	100	50	FOODPCT_Images/0685.jpg	50	100	100	FOODPCT_Images/0367.jpg	z	11.7297196
0	21	FOODPCT_Images/0365.jpg	100	100	100	FOODPCT_Images/0844.jpg	10	100	50	FOODPCT_Images/0844.jpg	m	3.11084389999451
0	22	FOODPCT_Images/0113.jpg	1	100	50	FOODPCT_Images/0844.jpg	10	100	50	FOODPCT_Images/0844.jpg	m	1.66597640000691
0	23	FOODPCT_Images/0225.jpg	50	50	50	FOODPCT_Images/0902.jpg	10	10	0	FOODPCT_Images/0225.jpg	z	0.683673899999121
0	24	FOODPCT_Images/0136.jpg	10	90	50	FOODPCT_Images/0225.jpg	50	50	50	FOODPCT_Images/0136.jpg	z	1.95191340000019
0	25	FOODPCT_Images/0881.jpg	100	100	100	FOODPCT_Images/0902.jpg	10	10	0	FOODPCT_Images/0881.jpg	z	0.842184599998291
0	26	FOODPCT_Images/0145.jpg	80	100	100	FOODPCT_Images/0225.jpg	50	50	50	FOODPCT_Images/0145.jpg	z	1.89386589999776
