onset	duration	trial_type	event_type	block	trial_total	trial_in_block	food_image_code	food_image_path	button_position	resp_position	resp_choice	choice_rt	resp_too_slow	sample	trigger
27.53710938	1	taste	trialStart	5	287	47	foodImage.77	FOODEEG_Images\0771.jpg	NY	Right	Yes	0.8127562	0	14100	251
28.58007813	2	taste	foodImageDisplay	5	287	47	foodImage.77	FOODEEG_Images\0771.jpg	NY	Right	Yes	0.8127562	0	14634	252
30.64453125	0.8127562	taste	choicePhaseStart	5	287	47	foodImage.77	FOODEEG_Images\0771.jpg	NY	Right	Yes	0.8127562	0	15691	253
32.28515625	0	taste	response	5	287	47	foodImage.77	FOODEEG_Images\0771.jpg	NY	Right	Yes	0.8127562	0	16531	235
33.32617188	1	taste	trialStart	5	288	48	foodImage.10	FOODEEG_Images\0145.jpg	YN	Left	Yes	1.6043406	0	17064	251
34.38671875	2	taste	foodImageDisplay	5	288	48	foodImage.10	FOODEEG_Images\0145.jpg	YN	Left	Yes	1.6043406	0	17607	252
36.44726563	1.6043406	taste	choicePhaseStart	5	288	48	foodImage.10	FOODEEG_Images\0145.jpg	YN	Left	Yes	1.6043406	0	18662	253
38.453125	0	taste	response	5	288	48	foodImage.10	FOODEEG_Images\0145.jpg	YN	Left	Yes	1.6043406	0	19689	234
39.49609375	1	taste	trialStart	5	289	49	foodImage.115	FOODEEG_Images\0923.jpg	NY	Left	No	0.7707427	0	20223	251
40.53515625	2	taste	foodImageDisplay	5	289	49	foodImage.115	FOODEEG_Images\0923.jpg	NY	Left	No	0.7707427	0	20755	252
42.59570313	0.7707427	taste	choicePhaseStart	5	289	49	foodImage.115	FOODEEG_Images\0923.jpg	NY	Left	No	0.7707427	0	21810	253
44.5078125	0	taste	response	5	289	49	foodImage.115	FOODEEG_Images\0923.jpg	NY	Left	No	0.7707427	0	22789	234
45.55273438	1	health	trialStart	5	290	50	foodImage.33	FOODEEG_Images\0329.jpg	NY	Right	Yes	0.8133886	0	23324	251
46.59570313	2	health	foodImageDisplay	5	290	50	foodImage.33	FOODEEG_Images\0329.jpg	NY	Right	Yes	0.8133886	0	23858	252
48.65820313	0.8133886	health	choicePhaseStart	5	290	50	foodImage.33	FOODEEG_Images\0329.jpg	NY	Right	Yes	0.8133886	0	24914	253
50.53125	0	health	response	5	290	50	foodImage.33	FOODEEG_Images\0329.jpg	NY	Right	Yes	0.8133886	0	25873	235
51.58203125	1	decision	trialStart	5	291	51	foodImage.3	FOODEEG_Images\0046.jpg	NY	Right	Yes	77.0359923	1	26411	251
52.625	2	decision	foodImageDisplay	5	291	51	foodImage.3	FOODEEG_Images\0046.jpg	NY	Right	Yes	77.0359923	1	26945	252
54.6875	77.0359923	decision	choicePhaseStart	5	291	51	foodImage.3	FOODEEG_Images\0046.jpg	NY	Right	Yes	77.0359923	1	28001	253
56.66796875	0	decision	response	5	291	51	foodImage.3	FOODEEG_Images\0046.jpg	NY	Right	Yes	77.0359923	1	29015	235
57.7109375	1	taste	trialStart	5	292	52	foodImage.89	FOODEEG_Images\0881.jpg	NY	Right	Yes	1.6503571	0	29549	251
58.765625	2	taste	foodImageDisplay	5	292	52	foodImage.89	FOODEEG_Images\0881.jpg	NY	Right	Yes	1.6503571	0	30089	252
60.828125	1.6503571	taste	choicePhaseStart	5	292	52	foodImage.89	FOODEEG_Images\0881.jpg	NY	Right	Yes	1.6503571	0	31145	253
61.84375	0	taste	response	5	292	52	foodImage.89	FOODEEG_Images\0881.jpg	NY	Right	Yes	1.6503571	0	31665	235
62.88671875	1	decision	trialStart	5	293	53	foodImage.59	FOODEEG_Images\0607.jpg	NY	Right	Yes	2.0137354	0	32199	251
63.9375	2	decision	foodImageDisplay	5	293	53	foodImage.59	FOODEEG_Images\0607.jpg	NY	Right	Yes	2.0137354	0	32737	252
66	2.0137354	decision	choicePhaseStart	5	293	53	foodImage.59	FOODEEG_Images\0607.jpg	NY	Right	Yes	2.0137354	0	33793	253
67.09179688	0	decision	response	5	293	53	foodImage.59	FOODEEG_Images\0607.jpg	NY	Right	Yes	2.0137354	0	34352	235
68.140625	1	decision	trialStart	5	294	54	foodImage.24	FOODEEG_Images\0250.jpg	YN	Left	Yes	1.9206655	0	34889	251
69.18164063	2	decision	foodImageDisplay	5	294	54	foodImage.24	FOODEEG_Images\0250.jpg	YN	Left	Yes	1.9206655	0	35422	252
71.24414063	1.9206655	decision	choicePhaseStart	5	294	54	foodImage.24	FOODEEG_Images\0250.jpg	YN	Left	Yes	1.9206655	0	36478	253
71.92382813	0	decision	response	5	294	54	foodImage.24	FOODEEG_Images\0250.jpg	YN	Left	Yes	1.9206655	0	36826	234
72.96679688	1	decision	trialStart	5	295	55	foodImage.92	FOODEEG_Images\0900.jpg	NY	Left	No	1.8829331	0	37360	251
74.00390625	2	decision	foodImageDisplay	5	295	55	foodImage.92	FOODEEG_Images\0900.jpg	NY	Left	No	1.8829331	0	37891	252
76.06835938	1.8829331	decision	choicePhaseStart	5	295	55	foodImage.92	FOODEEG_Images\0900.jpg	NY	Left	No	1.8829331	0	38948	253
76.74609375	0	decision	response	5	295	55	foodImage.92	FOODEEG_Images\0900.jpg	NY	Left	No	1.8829331	0	39295	234
77.79101563	1	health	trialStart	5	296	56	foodImage.12	FOODEEG_Images\0181.jpg	NY	Right	Yes	1.9897191	0	39830	251
78.83203125	2	health	foodImageDisplay	5	296	56	foodImage.12	FOODEEG_Images\0181.jpg	NY	Right	Yes	1.9897191	0	40363	252
80.89453125	1.9897191	health	choicePhaseStart	5	296	56	foodImage.12	FOODEEG_Images\0181.jpg	NY	Right	Yes	1.9897191	0	41419	253
82.1953125	0	health	response	5	296	56	foodImage.12	FOODEEG_Images\0181.jpg	NY	Right	Yes	1.9897191	0	42085	235
